"sep=,"
"Well Crafted Wine & Beverage Co. inventory as at 2025-09-30"
" "
Warehouse,Account,"Item number","Item type",Supplier,Category,Brand,Name,Batch,SKU,Vintage,Style,Colour,Varieties,Cases,"Items per case","Unit quantity",Unit,"Barrel or tank",Liters,"Unit COGS",COGS,"Pending orders (cases)","Pending orders (unit quantity)","Pending goods received (cases)","Pending goods received (unit quantity)"
Warrenton,"Well Crafted Wine & Beverage Co.",28851,Wine,Cordier,French,"Chateau Maris",Chardonnay,,FRA1069,2024,Still,White,,19.50,12,234,"750 ml",,175.50,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",25923,Wine,Cordier,French,"Chateau Maris","La Touge Organic",,FRA1035,2020,,,"Syrah, Grenache",5.25,12,63,"750 ml",,47.25,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",10335,Wine,Cordier,French,"Chateau Maris","Las Combes",,FRA1038,2017,,,,-0.17,12,-2,"750 ml",,-1.50,0,-0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",20537,Wine,Cordier,French,"Chateau Maris","Les Planels Organic",,FRA1036,2020,,,,4.75,12,57,"750 ml",,42.75,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",21395,Wine,Cordier,French,"Chateau Maris",Naive,,FRA1077,2021,Still,Red,"Garnacha, Carignan",3.50,6,21,"750 ml",,15.75,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",8916,Wine,Cordier,French,"Chateau Maris","Natural Selection (Red) Syrah-Grenache",,FRA1028,2017,Still,Red,Syrah,0.08,12,1,"750 ml",,0.75,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",11910,Wine,Cordier,French,"Chateau Maris","Natural Selection (Red) Syrah-Grenache",,FRA1028,2018,Still,Red,Syrah,0.08,12,1,"750 ml",,0.75,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",20536,Wine,Cordier,French,"Chateau Maris","Natural Selection (Red) Syrah-Grenache",,FRA1028,2020,Still,Red,Syrah,2.17,12,26,"750 ml",,19.50,0,0,-1.00,-12,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",30249,Wine,Cordier,French,"Chateau Maris","Natural Selection (Red) Syrah-Grenache",,FRA1028,2021,Still,Red,Syrah,9.00,12,108,"750 ml",,81.00,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",20131,Wine,Cordier,French,"Chateau Maris","Nymphe De Emue Rose",,FRA1032,2022,,,Grenache,0.83,12,10,"750 ml",,7.50,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",23600,Wine,Cordier,French,"Chateau Maris","Nymphe De Emue Rose",,FRA1032,2023,,,Grenache,0.75,12,9,"750 ml",,6.75,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",28854,Wine,Cordier,French,"Chateau Maris","Nymphe De Emue Rose",,FRA1032,2024,,,Grenache,10.83,12,130,"750 ml",,97.50,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",22171,Wine,Cordier,French,"Chateau Maris",Orange,,FRA1086,NV,,,,2.08,12,25,"750 ml",,18.75,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",14956,,,"Promo Items","Chateau Maris","Rose Can Dispensor",,,,,,,,,10,"1 each",,,0,0,,0,,0
Warrenton,"Well Crafted Wine & Beverage Co.",14925,Wine,Cordier,French,"Chateau Maris","Rose Cans",,FRA1051,NV,Still,Rose,,31.50,24,756,"250 ml",,189.00,0,0,-1.00,-24,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",23573,Wine,Cordier,French,"Chateau Maris","Rose Pays D'OC",,FRA1030,2023,Still,Rose,,0.08,12,1,"750 ml",,0.75,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",28258,Wine,Cordier,French,"Chateau Maris","Rose Pays D'OC",,FRA1030,2024,Still,Rose,,61.17,12,734,"750 ml",,550.50,0,0,-10.08,-121,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",21393,Wine,Cordier,French,"Chateau Maris","Rouge Organic Pays D'OC IGP",,FRA1029,2021,,,,11.50,12,138,"750 ml",,103.50,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",20062,Wine,Cordier,French,"Chateau Maris",Zulu,,FRA1034,2020,Still,Red,,4.75,12,57,"750 ml",,42.75,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",16849,Wine,,"Z- Samples","Chateau Puy Laborde","Bordeaux Superieur",,SAMPLE,2019,,,,0.17,12,2,"750 ml",,1.50,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",4542,Wine,,"Other wine",,"Check Pick Up",,,,,,,-202.00,1,-202,"0 ",,,0,-0,-2.00,-2,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",16984,Wine,,"Z- Samples","Chinon La Pointe des Montifaults",Red,,,2018,,,,0.17,12,2,"750 ml",,1.50,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",16985,Wine,,"Z- Samples","Chinon Patrick Lambert",Rose,,,2019,,,,0.08,12,1,"750 ml",,0.75,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",16983,Wine,,"Z- Samples","Chinon Prestige",White,,,2017,,,,0.17,12,2,"750 ml",,1.50,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",16992,Wine,,"Z- Samples",Chinon,"Gourmandise Red",,,2018,,,,0.08,12,1,"750 ml",,0.75,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",29482,Wine,"DeRose Winery, INC.",Californian,"Cienega Valley","Cienega Valley Cabernet Sauvignon",,CAL1385,2023,Still,Red,"Cabernet Sauvignon",33.83,12,406,"750 ml",,304.50,0,0,-0.33,-4,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",29480,Wine,"DeRose Winery, INC.",Californian,"Cienega Valley","Cienega Valley Chardonnay",,CAL1383,2023,Still,White,Chardonnay,33.92,12,407,"750 ml",,305.25,0,0,-0.25,-3,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",29481,Wine,"DeRose Winery, INC.",Californian,"Cienega Valley","Cienega Valley Pinot Noir",,CAL1384,2023,Still,Red,"Pinot Noir",23.83,12,286,"750 ml",,214.50,0,0,-1.33,-16,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",29479,Wine,"DeRose Winery, INC.",Californian,"Cienega Valley","Cienega Valley Sauvignon Blanc",,CAL1382,2023,Still,White,"Sauvignon Blanc",23.83,12,286,"750 ml",,214.50,0,0,-0.25,-3,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",28915,Wine,"Casa Dumetz",Californian,"Clementine Carter","Larner Syrah",,CAL1376,2023,Still,Red,,8.25,12,99,"750 ml",,74.25,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",24534,Wine,"Clos d Audhuy",French,"Clos d'Audhuy",Audhuy,,FRA1138,2021,Still,Red,Malbec,17.42,12,209,"750 ml",,156.75,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",24535,Wine,"Clos d Audhuy",French,"Clos d'Audhuy","Les Polissons",,FRA1137,2022,Still,Red,Malbec,0.42,12,5,"750 ml",,3.75,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",29446,Wine,"Clos d Audhuy",French,"Clos d'Audhuy","Les Polissons",,FRA1137,2023,Still,Red,Malbec,27.33,12,328,"750 ml",,246.00,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",24536,Wine,"Clos d Audhuy",French,"Clos d'Audhuy","Toujours Plus 1L",,FRA1136,NV,Still,Red,Malbec,18.33,12,220,"1000 ml",,220.00,0,0,-3.00,-36,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",29028,Wine,"Cobden Wini",Californian,,"Cobden Wini North Coast Brut",,CAL1353,NV,Sparkling,,,4.50,12,54,"750 ml",,40.50,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",29026,Wine,"Cobden Wini",Californian,,"Cobden Wini Old Federal Cabernet Franc",,CAL1355,2022,Still,Red,,4.17,12,50,"750 ml",,37.50,0,0,-0.08,-1,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",29029,Wine,"Cobden Wini",Californian,,"Cobden Wini Rose Paddys Blend",,CAL1352,2024,Still,Rose,,16.50,12,198,"750 ml",,148.50,0,0,-6.08,-73,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",29027,Wine,"Cobden Wini",Californian,,"Cobden Wini Russian River Valley Pinot Noir",,CAL1356,2022,Still,Red,,4.50,12,54,"750 ml",,40.50,0,0,-0.08,-1,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",29030,Wine,"Cobden Wini",Californian,,"Cobden Wini Sauvignon Blanc",,CAL1368,2024,Still,White,,11.17,12,134,"750 ml",,100.50,0,0,-0.08,-1,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",18003,Wine,"One Vine Wines",Portuguese,Coelheira,"Red (WINE CLUB)",,POR1027,2019,,Red,,0.33,12,4,"750 ml",,3.00,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",27568,Wine,"Tenuta Talamonti",Italian,"Colle Corviano","Cerasuolo Rose",,ITA1081,2024,Still,Rose,,101.75,12,1221,"750 ml",,915.75,0,0,-1.00,-12,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",20425,Wine,"Tenuta Talamonti",Italian,"Colle Corviano",Chardonnay,,ITA1082,2022,Still,White,,1.00,12,12,"750 ml",,9.00,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",23761,Wine,"Tenuta Talamonti",Italian,"Colle Corviano",Chardonnay,,ITA1082,2023,Still,White,,4.50,12,54,"750 ml",,40.50,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",29322,Wine,"Tenuta Talamonti",Italian,"Colle Corviano",Chardonnay,,ITA1082,2024,Still,White,,20.50,12,246,"750 ml",,184.50,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",16924,Wine,"Tenuta Talamonti",Italian,"Colle Corviano",Montepulciano,,ITA1049,2020,Still,Red,,0.08,12,1,"750 ml",,0.75,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",17967,Wine,"Tenuta Talamonti",Italian,"Colle Corviano",Montepulciano,,ITA1049,2021,Still,Red,,0.08,12,1,"750 ml",,0.75,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",22834,Wine,"Tenuta Talamonti",Italian,"Colle Corviano",Montepulciano,,ITA1049,2022,Still,Red,,-2.17,12,-26,"750 ml",,-19.50,0,-0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",25492,Wine,"Tenuta Talamonti",Italian,"Colle Corviano",Montepulciano,,ITA1049,2023,Still,Red,,207.67,12,2492,"750 ml",,"1,869.00",0,0,-4.00,-48,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",27094,Wine,"Tenuta Talamonti",Italian,"Colle Corviano","Montepulciano - Stained Labels",,ITA1049,2022,Still,Red,,2.92,12,35,"750 ml",,26.25,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",16926,Wine,"Tenuta Talamonti",Italian,"Colle Corviano","Montepulciano (Damaged labels)",,ITA1049,2021,Still,Red,,0.42,12,5,"750 ml",,3.75,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",20427,Wine,"Tenuta Talamonti",Italian,"Colle Corviano",Pecorino,,ITA1058,2022,Still,White,,1.42,12,17,"750 ml",,12.75,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",27567,Wine,"Tenuta Talamonti",Italian,"Colle Corviano",Pecorino,,ITA1058,2023,Still,White,,4.58,12,55,"750 ml",,41.25,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",20426,Wine,"Tenuta Talamonti",Italian,"Colle Corviano",Sangiovese,,ITA1068,2022,,,,17.58,12,211,"750 ml",,158.25,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",28569,Wine,"Tenuta Talamonti",Italian,"Colle Corviano","Trebbiano d'Abruzzo",,ITA1057,2024,Still,White,,129.50,12,1554,"750 ml",,"1,165.50",0,0,-6.25,-75,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",16934,Wine,"Collina San Ponzio (Supplier)",Italian,"Collina San Ponzio",Arneis,,ITA1032,2021,Still,White,,-1.08,12,-13,"750 ml",,-9.75,0,-0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",24067,Wine,"Collina San Ponzio (Supplier)",Italian,"Collina San Ponzio",Arneis,,ITA1032,2023,Still,White,,1.08,12,13,"750 ml",,9.75,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",29331,Wine,"Collina San Ponzio (Supplier)",Italian,"Collina San Ponzio",Arneis,,ITA1032,2024,Still,White,,379.00,12,4548,"750 ml",,"3,411.00",0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",20357,Wine,"Collina San Ponzio (Supplier)",Italian,"Collina San Ponzio","Barbera D Alba",,ITA1014,2022,Still,Red,Barbera,0.08,12,1,"750 ml",,0.75,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",24999,Wine,"Collina San Ponzio (Supplier)",Italian,"Collina San Ponzio","Barbera D Alba",,ITA1014,2023,Still,Red,Barbera,32.75,12,393,"750 ml",,294.75,0,0,-1.00,-12,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",29332,Wine,"Collina San Ponzio (Supplier)",Italian,"Collina San Ponzio","Barbera D Alba",,ITA1014,2024,Still,Red,Barbera,140.00,12,1680,"750 ml",,"1,260.00",0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",15952,Wine,"Collina San Ponzio (Supplier)",Italian,"Collina San Ponzio",Barolo,,ITA1038,2017,Still,Red,Nebbiolo,0.08,12,1,"750 ml",,0.75,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",17968,Wine,"Collina San Ponzio (Supplier)",Italian,"Collina San Ponzio",Barolo,,ITA1038,2018,Still,Red,Nebbiolo,0.67,12,8,"750 ml",,6.00,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",29334,Wine,"Collina San Ponzio (Supplier)",Italian,"Collina San Ponzio",Barolo,,ITA1038,2020,Still,Red,Nebbiolo,28.67,12,344,"750 ml",,258.00,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",14997,Wine,"Collina San Ponzio (Supplier)",Italian,"Collina San Ponzio","Dolcetto D Alba",,ITA1012,2020,,,,0.75,12,9,"750 ml",,6.75,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",20358,Wine,"Collina San Ponzio (Supplier)",Italian,"Collina San Ponzio","Dolcetto D Alba",,ITA1012,2022,,,,18.33,12,220,"750 ml",,165.00,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",29333,Wine,"Collina San Ponzio (Supplier)",Italian,"Collina San Ponzio","Dolcetto D Alba",,ITA1012,2024,,,,30.00,12,360,"750 ml",,270.00,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",10392,Wine,"Collina San Ponzio (Supplier)",Italian,"Collina San Ponzio","Dolcetto D Alba STAINED LABELS",,ITA1012,2018,,,,0.33,12,4,"750 ml",,3.00,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",11409,Wine,"Collina San Ponzio (Supplier)",Italian,"Collina San Ponzio","Nebbiolo D Alba",,ITA1013,2018,,,,9.17,12,110,"750 ml",,82.50,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",20359,Wine,"Collina San Ponzio (Supplier)",Italian,"Collina San Ponzio","Nebbiolo D Alba",,ITA1013,2020,,,,1.42,12,17,"750 ml",,12.75,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",25000,Wine,"Collina San Ponzio (Supplier)",Italian,"Collina San Ponzio","Nebbiolo D Alba",,ITA1013,2023,,,,28.33,12,340,"750 ml",,255.00,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",27395,Wine,"Conde Valdemar",Spanish,,"Conde Valdemar Finca Alta Cantabria White",,SPA1343,2023,Still,White,Viura,1.58,12,19,"750 ml",,14.25,0,0,-1.17,-14,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",21362,Wine,"Conde Valdemar",Spanish,"Conde Valdemar","Balcon de Pilatos Maturana",,SPA1281,2019,Still,Red,Maturana,0.17,6,1,"750 ml",,0.75,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",24284,Wine,"Conde Valdemar",Spanish,"Conde Valdemar","Balcon de Pilatos Maturana",,SPA1281,2020,Still,Red,Maturana,3.17,6,19,"750 ml",,14.25,0,0,-0.33,-2,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",29326,Wine,"Conde Valdemar",Spanish,"Conde Valdemar","Balcon de Pilatos Maturana",,SPA1281,2022,Still,Red,Maturana,13.67,6,82,"750 ml",,61.50,0,0,-0.33,-2,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",21359,Wine,"Conde Valdemar",Spanish,"Conde Valdemar",Blanco,,SPA1278,2022,Still,White,"Viura, Malvasía, Tempranillo Blanco",0.17,12,2,"750 ml",,1.50,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",24282,Wine,"Conde Valdemar",Spanish,"Conde Valdemar",Blanco,,SPA1278,2023,Still,White,"Viura, Malvasía, Tempranillo Blanco",61.00,12,732,"750 ml",,549.00,0,0,-1.33,-16,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",21360,Wine,"Conde Valdemar",Spanish,"Conde Valdemar",Crianza,,SPA1275,2018,Still,Red,"Tempranillo, Mazuelo, Graciano",0.08,12,1,"750 ml",,0.75,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",22789,Wine,"Conde Valdemar",Spanish,"Conde Valdemar",Crianza,,SPA1275,2019,Still,Red,"Tempranillo, Mazuelo, Graciano",20.50,12,246,"750 ml",,184.50,0,0,-1.33,-16,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",21363,Wine,"Conde Valdemar",Spanish,"Conde Valdemar","La Gargantilla Garnacha",,SPA1279,2018,Still,Red,Garnacha,-0.17,6,-1,"750 ml",,-0.75,0,-0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",22790,Wine,"Conde Valdemar",Spanish,"Conde Valdemar","La Gargantilla Garnacha",,SPA1279,2019,Still,Red,Garnacha,23.17,6,139,"750 ml",,104.25,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",27627,Wine,"Conde Valdemar",Spanish,"Conde Valdemar","Las Seis Alhajas Graciano",,SPA1280,2021,Still,White,Graciano,29.33,6,176,"750 ml",,132.00,0,0,-0.17,-1,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",27804,Wine,"Conde Valdemar",Spanish,"Conde Valdemar",Reserva,,SPA1276,2017,Still,Red,"Tempranillo, Garnacha, Graciano, Maturana",24.08,12,289,"750 ml",,216.75,0,0,-1.33,-16,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",27802,Wine,"Conde Valdemar",Spanish,"Conde Valdemar","Reserva Magnum",,SPA1354,2016,,,,1.67,6,10,"750 ml",,7.50,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",21358,Wine,"Conde Valdemar",Spanish,"Conde Valdemar",Rose,,SPA1274,2022,Still,,"Garnacha, Viura",0.17,12,2,"750 ml",,1.50,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",24281,Wine,"Conde Valdemar",Spanish,"Conde Valdemar",Rose,,SPA1274,2023,Still,,"Garnacha, Viura",4.92,12,59,"750 ml",,44.25,0,0,-1.08,-13,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",28257,Wine,"Conde Valdemar",Spanish,"Conde Valdemar",Rose,,SPA1274,2024,Still,,"Garnacha, Viura",88.50,12,1062,"750 ml",,796.50,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",21368,Wine,"Conde Valdemar",Spanish,"Conde Valdemar","Tempranillo Blanco (Green Labels)",,SPA1277,2022,Still,White,"Tempranillo Blanco",1.83,12,22,"750 ml",,16.50,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",24283,Wine,"Conde Valdemar",Spanish,"Conde Valdemar","Tempranillo Blanco (Green Labels)",,SPA1277,2023,Still,White,"Tempranillo Blanco",0.08,12,1,"750 ml",,0.75,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",29324,Wine,"Conde Valdemar",Spanish,"Conde Valdemar","Tempranillo Blanco (Green Labels)",,SPA1277,2024,Still,White,"Tempranillo Blanco",12.25,12,147,"750 ml",,110.25,0,0,-1.33,-16,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",25674,Wine,"Conde Valdemar",Spanish,"Conde Valdemar","Valdemoreda Tinto",,SPA1345,2022,Still,Red,Tempranillo,51.92,12,623,"750 ml",,467.25,0,0,-21.00,-252,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",24290,Wine,"Conde Valdemar",Spanish,"Conde Valdemar","White Tempranillo (White Labels)",,SPA1316,2023,Still,White,"Tempranillo Blanco",106.33,12,1276,"750 ml",,957.00,0,0,-2.17,-26,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",24631,Wine,"Quinta das Arcas: Conde Villar",Portuguese,,"Conde Villar Red",,POR1024,2022,,,,46.92,12,563,"750 ml",,422.25,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",30043,Wine,"Quinta das Arcas: Conde Villar",Portuguese,"Conde Villar",Alvarinho,,POR1023,2024,,,,16.42,12,197,"750 ml",,147.75,0,0,-0.08,-1,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",17051,Wine,"Quinta das Arcas: Conde Villar",Portuguese,"Conde Villar",Branco,,POR1022,2021,,,,0.08,12,1,"750 ml",,0.75,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",30042,Wine,"Quinta das Arcas: Conde Villar",Portuguese,"Conde Villar",Branco,,POR1022,2024,,,,83.92,12,1007,"750 ml",,755.25,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",17053,Wine,"Quinta das Arcas: Conde Villar",Portuguese,"Conde Villar",Red,,POR1024,2021,,,,0.75,12,9,"750 ml",,6.75,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",19088,Wine,,,Coravin,"Argon Capsules",,,,,,,3.00,8,24,"1 each",,,0,0,-1.00,-8,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",20570,Wine,"Alella Vinicola",Spanish,"Costa del Maresme",Rose,,SPA1249,2021,Still,Rose,Garnacha,1.83,12,22,"750 ml",,16.50,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",21618,Wine,"Vivino Selections",,,"Coste Caumartin 1er Cru Blanc Les Chouacheaux",,FRA1124,2019,,,,3.08,12,37,"750 ml",,27.75,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",21617,Wine,"Vivino Selections",,,"Coste Caumartin 1er Cru Clos de Boucherottes",,FRA1123,2019,,,,2.08,12,25,"750 ml",,18.75,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",21619,Wine,"Vivino Selections",,,"Coste Caumartin 1er Cru Rouge Les Chouacheaux",,FRA1125,2019,,,,1.92,12,23,"750 ml",,17.25,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",21615,Wine,"Vivino Selections",,,"Coste Caumartin Chardonnay",,FRA1121,2020,,,,4.17,12,50,"750 ml",,37.50,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",21616,Wine,"Vivino Selections",,,"Coste Caumartin Haut Cotes de Beaune",,FRA1122,2021,,,,1.83,12,22,"750 ml",,16.50,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",4647,Wine,"Costers del Sio_Supplier",Spanish,"Costers Del Segre","Petit Sios Blanco",,SPA1019,2018,,,,0.08,12,1,"750 ml",,0.75,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",14911,Wine,"Costers del Sio_Supplier",Spanish,"Costers Del Segre","Petit Sios Blanco",,SPA1019,2020,,,,0.08,12,1,"750 ml",,0.75,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",17030,Wine,"Costers del Sio_Supplier",Spanish,"Costers Del Segre","Petit Sios Blanco",,SPA1019,2021,,,,0.25,12,3,"750 ml",,2.25,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",20999,Wine,"Costers del Sio_Supplier",Spanish,"Costers Del Segre","Petit Sios Blanco",,SPA1019,2022,,,,0.83,12,10,"750 ml",,7.50,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",24295,Wine,"Costers del Sio_Supplier",Spanish,"Costers Del Segre","Petit Sios Blanco",,SPA1019,2023,,,,12.83,12,154,"750 ml",,115.50,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",30040,Wine,"Costers del Sio_Supplier",Spanish,"Costers Del Segre","Petit Sios Blanco",,SPA1019,2024,,,,60.00,12,720,"750 ml",,540.00,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",19206,Wine,"Costers del Sio_Supplier",Spanish,"Costers del Segre","Petit Sios Tinto",,SPA1021,2021,Still,Red,,0.25,12,3,"750 ml",,2.25,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",24296,Wine,"Costers del Sio_Supplier",Spanish,"Costers del Segre","Petit Sios Tinto",,SPA1021,2022,Still,Red,,0.42,12,5,"750 ml",,3.75,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",27628,Wine,"Costers del Sio_Supplier",Spanish,"Costers del Segre","Petit Sios Tinto",,SPA1021,2023,Still,Red,,64.83,12,778,"750 ml",,583.50,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",24298,Wine,"Costers del Sio_Supplier",Spanish,"Costers del Segre","Sios Brut Blanc de Noirs",,SPA1018,2021,,,,1.25,4,5,"750 ml",,3.75,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",25060,Wine,"Costers del Sio_Supplier",Spanish,"Costers del Sio","Cau del Gat",,SPA1023,2022,,,,13.92,12,167,"750 ml",,125.25,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",16989,Wine,,"Z- Samples","Costes de Provence",Diane,,,2019,,,,0.08,12,1,"750 ml",,0.75,0,0,0.00,0,0.00,0
