Origin,Region,Supplier,Item,Unit,SKU,Frontline WCB Price,Discount WCB Price,BTG- On Premise Only,Special Pricing 1,Terms,,,Female Owned,,,,
New York,Finger Lakes,Heron Hill,Heron Hill Baco Noir Reserve,0.750,NYS1008,$19.99,$19.33,,,,,,,92 points (NYWC (BTI)) 2020,,,
New York,Finger Lakes,Heron Hill,Heron Hill Blaufrankisch,0.750,NYS1009,$13.33,$12.66,$12.00 (solid case),,,,,,90 points (Wine and Spirits Magazine) and Best Buy 2021,,,
New York,Finger Lakes,Heron Hill,Heron Hill Cabernet Franc Classic,0.750,NYS1007,$14.66,$14.33,,,,,,,90 points (James Suckling) 2020,,,
New York,Finger Lakes,Heron Hill,Heron Hill Dancing Bear Sparkling Rose of Blaufrankisch,0.750,NYS1011,$13.33,$12.66,,,,,,,,,,
New York,Finger Lakes,Heron Hill,Heron Hill Eclipse Red,0.750,NYS1004,$14.66,$14.33,,,,,,,,,,
New York,Finger Lakes,Heron Hill,Heron Hill Pinot Noir Classic,0.750,NYS1005,$13.33,$12.66,$12.00 (solid case),,,,,,,,,
New York,Finger Lakes,Heron Hill,Heron Hill Pinot Noir Ingle,0.750,NYS1006,$27.99,,,,,,,,,,,
New York,Finger Lakes,Heron Hill,Heron Hill Riesling Classic Dry,0.750,NYS1001,$13.33,$12.66,$12.00 (solid case),,,,,,,,,x
New York,Finger Lakes,Heron Hill,Heron Hill Riesling Reserve,0.750,NYS1003,$19.99,$19.33,,,,,,,91 points (James Suckling) 2021,,,
New York,Finger Lakes,Heron Hill,Heron Hill Riesling Semi Dry,0.750,NYS1002,$13.33,$12.66,$12.00 (solid case),,,,,,88 points (Wine Enthusiast) and Best Buy 2022,,,x
New Zealand,Marlborough,Rock Ferry,3rd Rock Chardonnay,0.750,NWZ1010,$16.67,$15.99,,,,,,,,,,
New Zealand,Marlborough,Rock Ferry,3rd Rock Pinot Gris,0.750,NWZ1009,$13.33,$12.66,,,,,,,,,,
New Zealand,Marlborough,Rock Ferry,3rd Rock Pinot Noir,0.750,NWZ1011,$18.66,$17.99,$14.00,,,,,,,,,
New Zealand,Marlborough,Rock Ferry,3rd Rock Sauvignon Blanc,0.750,NWZ1008,$13.33,$12.99,,,,,,,,,,
New Zealand,Marlborough,Rock Ferry,Rock Ferry Corners Sauvignon Blanc,0.750,NWZ1012,$16.67,$15.99,,,,,,,,,,
New Zealand,Marlborough,Rock Ferry,Rock Ferry Orchard Pinot Rose,0.750,NWZ1015,$13.33,$12.66,,,,,,,,,,
New Zealand,Marlborough,Rock Ferry,Rock Ferry Pinot Blanc Brut,0.750,NWZ1024,$33.33,,,,,,,,,,,
New Zealand,Marlborough,Rock Ferry,Rock Ferry Trig Hill Pinot Noir,0.750,NWZ1020,$39.99,,,,,,,,,,,
New Zealand,Marlborough,Sugar Loaf Wines,Orchard Lane Pinot Noir,0.750,NWZ1003,$11.33,$10.67,$9.99,$9.99,3+ cases,,,,,,,
New Zealand,Marlborough,Sugar Loaf Wines,Orchard Lane Riesling,0.750,NWZ1004,$11.33,$10.67,$9.99,$9.99,3+ cases,,,,,,,
New Zealand,Marlborough,Sugar Loaf Wines,Orchard Lane Rose,0.750,NWZ1006,$10.67,$9.99,$9.66,$9.49,5+ cases,,,,,,,
New Zealand,Marlborough,Sugar Loaf Wines,Orchard Lane Sauvignon Blanc ,0.750,NWZ1001,$10.67,$9.99,$9.66,$9.49,5+ cases,,,,93 points (Sam Kim Wine Orbit) 2023,,,
Non Alcoholic,France,Artis,Artis NA Chardonnay,0.750,NON1015,$7.99,,,$6.67,5 Cases (Solid),,,,,,,
Non Alcoholic,France,Artis,Artis NA Merlot,0.750,NON1016,$7.99,,,$6.67,5 Cases (Soild),,,,,,,
Non Alcoholic,France,Artis,Artis NA Sparkling Brut,0.750,NON1014,$9.99,,,$8.00,5 Cases (Solid),$7.50,10 Cases (Solid),,,,,
Non Alcoholic,France,Artis,Artis NA Sparkling Rose,0.750,NON1013,$9.99,,,$8.00,5 Cases (Solid),$7.50,10 Cases (Solid),,,,,
Non Alcoholic,Greece,Roots Divino,Roots Divino Vermouth Blanco,0.700,NON1029,$26.67,,,,,,,,,,,
Non Alcoholic,Greece,Roots Divino,Roots Divino Vermouth Rosso,0.700,NON1030,$26.67,,,,,,,,,,,
Non-Alcoholic,Italy,Dolce Vita,Dolce Vita Blackberry Daiquiri,0.75,NON1009,$8.66,8.33,,,,,,,,,,
Non-Alcoholic,Italy,Dolce Vita,Dolce Vita Mojito,0.75,NON1008,$8.66,8.33,,,,,,,,,,
Non-Alcoholic,Italy,Dolce Vita,Dolce Vita Spritz,0.750,NON1028,$8.66,8.33,,,,,,,,,,
Non-Alcoholic,Italy,Dolce Vita,Dolce Vita Strawberry Margarita,0.75,NON1007,$8.66,8.33,,,,,,,,,,
Non-Alcoholic,South Africa,Golden Gate Selections,Misty Cliffs Brut,0.750,NON1027,$14.66,,,,,,,,,,,
Non-Alcoholic,South Africa,Golden Gate Selections,Misty Cliffs Cabernet Sauvignon Merlot,0.750,NON1026,$13.33,,,,,,,,,,,
Non-Alcoholic,South Africa,Golden Gate Selections,Misty Cliffs Rose,0.750,NON1025,$11.99,,,,,,,,,,,
Non-Alcoholic,South Africa,Golden Gate Selections,Misty Cliffs Sauvignon Blanc,0.750,NON1024,$11.99,,,,,,,,,,,
Non-Alcoholic,Italy,Prima Pave,Priima Pave Rose Dolce,0.750,NON1003,$17.33,16.67,,16.33,"5 cases mix and match across the brand (750 ml bottles count 12 to the ""case"")",,,,,,,
Non-Alcoholic,Italy,Prima Pave,Prima Pave Bianca d'Or,0.750,NON1020,$15.99,15.49,15.00 (December / January Only) 12 Bottle Minimum,$14.99,December & January Only; when 24 bottles total of this and/or Grand Cuvee are included in a 5 case equivalent deal (60 bottles of 750 ml = 5 cases),,,,,,,
Non-Alcoholic,Italy,Prima Pave,Prima Pave Brut Blanc,0.750,NON1001,$17.33,16.67,,16.33,"5 cases mix and match across the brand (750 ml bottles count 12 to the ""case"")",,,,,,,
Non-Alcoholic,Italy,Prima Pave,Prima Pave Brut Blanc Mini,0.200,NON1018,$6.67,,,6.17,"5 cases mix and match across the brand (750 ml bottles count 12 to the ""case"")",,,,,,,
Non-Alcoholic,Italy,Prima Pave,Prima Pave Brut Blanc Mini,0.200,NON1017,$6.67,,,6.17,"5 cases mix and match across the brand (750 ml bottles count 12 to the ""case"")",,,,,,,
Non-Alcoholic,Italy,Prima Pave,Prima Pave Brut Rose,0.750,NON1002,$17.33,16.67,,16.33,"5 cases mix and match across the brand (750 ml bottles count 12 to the ""case"")",,,,,,,
Non-Alcoholic,Italy,Prima Pave,Prima Pave Dolce Mini,0.200,NON1021,$6.67,,,6.17,"5 cases mix and match across the brand (750 ml bottles count 12 to the ""case"")",,,,,,,
Non-Alcoholic,Italy,Prima Pave,Prima Pave Grand Cuvee,0.750,NON1022,$23.33,22.33,,$21.33,December & January Only; when 24 bottles total of this and/or Grand Cuvee are included in a 5 case equivalent deal (60 bottles of 750 ml = 5 cases),,,,,,,
Non-Alcoholic,Spain,Sampson,Noughty Sparkling Chardonnay,0.75,NON1011,$16.67,15.99,,,,,,Female Owned,,,,
Non-Alcoholic,Spain,Sampson,Noughty Sparkling Rose,0.75,NON1010,$16.67,15.99,,,,,,Female Owned,,,,
Non-Alcoholic,South Africa,Thompson & Scott,Noughty Red (Still),0.750,NON1005,$17.33,16.67,,,,,,Female Owned,,,,
Non-Alcoholic,South Africa,Thompson & Scott,Noughty Rose (Still),0.750,NON1006,$17.33,16.67,,,,,,Female Owned,,,,
Non-Alcoholic,South Africa,Thompson & Scott,Noughty White (Still),0.750,NON1004,$17.33,16.67,,,,,,Female Owned,,,,
NonAlcoholic,California,Free Spirits,Free Spirits NA Bourbon,0.750,NON1031,$29.99,27.33,,$26.00,3 cases,$23,6 cases,,,,,
NonAlcoholic,California,Free Spirits,Free Spirits NA Tequila,0.750,NON1032,$29.99,27.33,,$26.00,3 cases,$23,6 cases,,,,,
NonAlcoholic,California,Free Spirits,Free Spirits NA Gin,0.750,NON1033,$29.99,27.33,,$26.00,3 cases,$23,6 cases,,,,,
NonAlcoholic,California,Free Spirits,Free Spirits NA Milano,0.750,NON1034,$29.99,27.33,,$26.00,3 cases,$23,6 cases,,,,,
NonAlcoholic,California,Free Spirits,Free Spirits NA Vermouth,0.750,NON1035,$29.99,27.33,,$26.00,3 cases,$23,6 cases,,,,,
NonAlcoholic,California,Free Spirits,Free Spirits NA Margarita Cans,0.250,NON1036,$2.92,2.67,,$2.50,5 case mix and match cans,,,,,,,
NonAlcoholic,California,Free Spirits,Free Spirits NA Negroni Cans,0.250,NON1037,$2.92,2.67,,$2.50,5 case mix and match cans,,,,,,,
NonAlcoholic,California,Free Spirits,Free Spirits NA Kentucky Mule Cans,0.250,NON1038,$2.92,2.67,,$2.50,5 case mix and match cans,,,,,,,
NonAlcoholic,California,Free Spirits,Free Spirits NA Espresso Old Fashioned Cans,0.250,NON1039,$2.92,2.67,,$2.50,5 case mix and match cans,,,,,,,
Oregon,Oregon,Dear Mom,Dear Mom Sparkling,0.187,ORO1011,$2.99,,,,,,,,,,,
Oregon,Willamette Valley,Les Brebis,Les Brebis Eola Hills Pinot Noir ,0.750,ORO1005,$23.33,,,,,,,,,,,
Oregon,Willamette Valley,Les Brebis,Les Brebis Ramato Pinot Gris,0.750,ORO1049,$14.66,,,,,,,,,,,
Oregon,Willamette Valley,Les Brebis,Les Brebis Willamette Pinot Noir ,0.750,ORO1004,$15.99,$14.66,$14.00,,,,,,,,x,
Oregon,Willamette Valley,Les Brebis,Les Brebis Willamette Pinot Noir Rose ,0.750,ORO1020,$12.33,$11.99,$11.50,$9.00,Case 1 (2018 vintage only),,,,,,,
Oregon,Willamette Valley,Les Brebis,Les Brebis Walnut Hill Pinot Noir,0.750,ORO1057,$29.99,,,,,,,,,,,
Oregon,Willamette Valley,Les Brebis,Les Brebis Zenith Vineyard Pinot Noir,0.750,ORO1058,$26.67,,,,,,,,,,,
Oregon,Oregon,Libertine Wines,Barncat Vineyard Riesling,0.750,ORO1019,$17.66,$14.99,,,,,,Natural,,,,
Oregon,Oregon,Libertine Wines,"Libertine ""You Are Still Alive"" Tempranillo Pet-Nat",0.750,ORO1050,$17.66,,,,,,,Natural,,,,
Oregon,Oregon,Libertine Wines,Libertine Barncat Riesling 2020,0.750,ORO1034,$21.33,,,,,,,Natural,,,,
Oregon,Oregon,Libertine Wines,Libertine Barncat Vineyard Late Harvest Riesling,0.750,ORO1035,$25.00,,,,,,,Natural,,,,
Oregon,Oregon,Libertine Wines,Libertine Death & Rebirth Riesling,0.750,ORO1036,$27.66,,,,,,,Natural,,,,
Oregon,Oregon,Libertine Wines,Libertine Dion Vineyard Carbonic Red,0.750,ORO1045,$21.33,,,,,,,Natural,,,,
Oregon,Oregon,Libertine Wines,Libertine Dion Vineyard Tempranillo,0.750,ORO1044,$21.33,,,,,,,Natural,,,,
Oregon,Oregon,Libertine Wines,Libertine Gradient Vineyard Chardonnay,0.750,ORO1042,$21.33,,,,,,,Natural,,,,
Oregon,Oregon,Libertine Wines,Libertine Old Wagon Road Chardonnay,0.750,ORO1043,$21.33,,,,,,,Natural,,,,
Oregon,Oregon,Libertine Wines,Libertine Roam Red,0.750,ORO1033,$22.00,,,,,,,Natural,,,,
Oregon,Oregon,Libertine Wines,Libertine Syrah #3,0.750,ORO1021,$16.67,,,,,,,Natural,,,,
Oregon,Oregon,Libertine Wines,One Heart Vineyard Albarino,0.750,ORO1031,$17.66,,,,,,,Natural,,,,
Oregon,Oregon,Libertine Wines,One Heart Vineyard Field Blend,0.750,ORO1032,$17.66,,,,,,,Natural,,,,
Oregon,Columbia Gorge,Phelps Creek,Phelps Creek Chardonnay,0.750,ORO1053,$22.66,,$20.00,$21.50,3 Case Family Deal Phelps Creek,,,Female Winemakers,95 pts Decanter 2022 Vintage,,,
Oregon,Columbia Gorge,Phelps Creek,Phelps Creek Cuvee Alexandrine,0.750,ORO1056,$41.33,,,$39.99,3 Case Family Deal Phelps Creek,,,Female Winemakers,92 pts Decanter,,,
Oregon,Columbia Gorge,Phelps Creek,Phelps Creek Estate Pinot Noir,0.750,ORO1055,$22.66,,$20.00,$21.50,3 Case Family Deal Phelps Creek,,,Female Winemakers,92 pts Decanter,,,
Oregon,Columbia Gorge,Phelps Creek,Phelps Creek Gewurztraminer,0.750,ORO1054,$16.67,,$15.00,$15.50,3 Case Family Deal Phelps Creek,,,Female Winemakers,,,,
Oregon,Columbia Gorge,Phelps Creek,Phelps Creek Pinot Gris,0.750,ORO1052,$16.67,,$15.00,$15.50,3 Case Family Deal Phelps Creek,,,Female Winemakers,94 pts Decanter,,,
Oregon,Columbia Gorge,Phelps Creek,Phelps Creek Riesling,0.750,ORO1051,$16.67,,$15.00,$15.50,3 Case Family Deal Phelps Creek,,,Female Winemakers,,,,
Oregon,Umpqua Valley,River's Edge,River's Edge Aligote,0.750,ORO1014,$13.33,$12.66,$12.00,$9.00,Case 1 (2017 vintage only),,,,,,,
Oregon,Umpqua Valley,River's Edge,River's Edge Barrell Select Pinot Noir ,0.750,ORO1003,$17.66,$16.99,$16.00,,,,,,,,,
Oregon,Umpqua Valley,River's Edge,River's Edge Elkton Cuvee Pinot Noir ,0.750,ORO1002,$14.33,$13.33,$13.00,$13.00,3+ cases,,,,,,,
Oregon,Umpqua Valley,River's Edge,River's Edge Pinot Gris ,0.750,ORO1001,$13.33,$12.66,$11.50,,,,,,,,,
Oregon,Willamette Valley,Scenic Valley Farms,Scenic Valley Farms Chardonnay,0.750,ORO1026,$14.33,$13.33,,,,,,Organic,,,,
Oregon,Willamette Valley,Scenic Valley Farms,Scenic Valley Farms Pinot Gris,0.750,ORO1024,$13.33,$12.66,$12.66,,,,,Organic,,,,
Oregon,Willamette Valley,Scenic Valley Farms,Scenic Valley Farms Pinot Noir,0.750,ORO1028,$15.99,$15.49,$13.75,$13.75,3+ cases during Q4,,,Organic,,,,
Oregon,Willamette Valley,Sunbreak Wine & Cider,Colette Pinot Noir,0.750,ORO1039,$24.00,,,,,,,Natural,,,,
Oregon,Willamette Valley,Sunbreak Wine & Cider,Marie-Paule Pinot Noir Open Claim Vineyard,0.750,ORO1041,$24.00,,,,,,,Natural,,,,
Oregon,Willamette Valley,Sunbreak Wine & Cider,Nicolette White Pinot Noir,0.750,ORO1047,$21.33,$19.99,,,,,,Natural,,,,
Oregon,Willamette Valley,Sunbreak Wine & Cider,Sun Break Idyll Acres Perfection Cider,0.500,ORO1038,$6.67,,,,,,,Natural,,,,
Oregon,Willamette Valley,Sunbreak Wine & Cider,Sun Break Liberty Red Cider,0.500,ORO1037,$6.67,,,,,,,Natural,,,,
Portuguese,Douro Valley,D'Ouro Vino Selections,Casal da Coelheira Mythos,0.750,POR1031,$25.00,$23.33,24 bottles solid,$22.33,60 bottles solid,$21.33,120 bottles solid,,,,,
Portuguese,Douro Valley,D'Ouro Vino Selections,Casal da Coelheira Terracos do Tejo,0.750,POR1032,$9.99,$9.66,,$6.67,5+ cases,$5.66,10+ cases,,,,,
Portuguese,Douro Valley,D'Ouro Vino Selections,Conde Villar Alvarinho,0.750,POR1023,$13.33,$12.66,,,,,,,,,,
Portuguese,Douro Valley,D'Ouro Vino Selections,Conde Villar Branco,0.750,POR1022,$6.67,$6.33,,,,,,,,,,
Portuguese,Douro Valley,D'Ouro Vino Selections,Conde Villar Tinto,0.750,POR1024,$7.99,$7.66,,,,,,,,,,
Portuguese,Douro Valley,D'Ouro Vino Selections,Quinta do Mourao Tawny 10 Year,0.750,POR1007,$29.99,,,,,,,,,,,
Portuguese,Douro Valley,D'Ouro Vino Selections,Quinta do Mourao Tawny 100 Year,0.500,POR1012,"$1,899.99",,,,,,,,,,,
Portuguese,Douro Valley,D'Ouro Vino Selections,Quinta do Mourao Tawny 150 Year,0.500,,"$9,000.00",,,,,,,,,,,
Portuguese,Douro Valley,D'Ouro Vino Selections,Quinta do Mourao Tawny 20 Year,0.750,POR1008,$53.33,,,,,,,,,,,
Portuguese,Douro Valley,D'Ouro Vino Selections,Quinta do Mourao Tawny 30 Year,0.750,POR1009,$104.99,,,,,,,,,,,
Portuguese,Douro Valley,D'Ouro Vino Selections,Quinta do Mourao Tawny 40 Year,0.750,POR1010,$149.99,,,,,,,,,,,
Portuguese,Douro Valley,D'Ouro Vino Selections,Quinta do Mourao White 10 Year,0.500,POR1013,$35.99,,,,,,,,,,,
Portuguese,Douro Valley,D'Ouro Vino Selections,Quinta do Mourao White 20 Year,0.500,POR1014,$99.99,,,,,,,,,,,
Portuguese,Douro Valley,D'Ouro Vino Selections,Quinta do Mourao White 40 Year,0.500,POR1034,$159.99,,,,,,,,,,,
Portuguese,Douro Valley,D'Ouro Vino Selections,Quinta do Mourao White 50 Year,0.500,POR1017,$499.99,,,,,,,,,,,
Portuguese,Douro Valley,D'Ouro Vino Selections,Quinta do Mourao White 60 Year,0.500,POR1015,$699.99,,,,,,,,,,,
Portuguese,Douro Valley,D'Ouro Vino Selections,Quinta do Mourao White 90 Year,0.500,POR1016,"$2,100.00",,,,,,,,,,,
Portuguese,Vinho Verde,Quinta Picouto de Cima,Quinta Picouto de Cima Branco,0.750,POR1005,$8.66,$7.99,$7.00,,,,,,,,,
Portuguese,Vinho Verde,Quinta Picouto de Cima,Quinta Picouto de Cima Espadeiro Rose,0.750,POR1004,$9.33,$8.66,,$8.00,36+ bottles,$7.49,120+ bottles,,,,,
Portuguese,Vinho Verde,Quinta Picouto de Cima,Quinta Picouto de Cima Loureiro,0.750,POR1003,$8.66,$7.99,$7.49,$7.49,36+ bottles,$6.99,60+ bottles,,,,,
Portuguese,Vinho Verde,Quinta Picouto de Cima,Quinta Picouto de Cima Pic Nat (Pet Nat),0.750,POR1028,$13.33,,,,,,,Female Winemaker,,,,
South African,Franschhoek,Backsberg,Backsberg Cabernet Sauvignon,0.750,SAF1049,$11.99,$11.66,,,,,,Female Winemaker,,,,
South African,Franschhoek,Backsberg,Backsberg Chenin Blanc,0.750,SAF1046,$9.99,$9.66,,$8.66,24+ bottles,,,Female Winemaker,,,,
South African,Franschhoek,Backsberg,"Backsberg Family Reserve Red: 50% Cabernet Sauvignon, 30% Malbec, 20% Merlot",0.750,SAF1054,$29.99,,,,,,,Female Winemaker,,,,
South African,Franschhoek,Backsberg,"Backsberg Family Reserve White: 60% Roussanne, 20% Chardonnay, 20% Sauvignon Blanc",0.750,SAF1053,$24.99,,,,,,,Female Winemaker,,,,
South African,Franschhoek,Backsberg,Backsberg John Martin Red Blend ,0.750,SAF1096,$23.33,$21.33,,,,,,Female Winemaker,,,,
South African,Franschhoek,Backsberg,Backsberg Kosher Brut Methode Cap Classique: 50% Chardonnay; 50% Pinot Noir,0.750,SAF1055,$16.67,,,,,,,Female Winemaker,,,,
South African,Franschhoek,Backsberg,Backsberg Kosher Chardonnay,0.750,SAF1056,$11.99,,,$11.49,24+ bottles,,,Female Winemaker,,,,
South African,Franschhoek,Backsberg,Backsberg Kosher Merlot,0.750,SAF1058,$12.66,$12.33,,,,,,Female Winemaker,,,,
South African,Franschhoek,Backsberg,Backsberg Kosher Pinotage,0.750,SAF1057,$12.66,$12.33,,,,,,Female Winemaker,,,,
South African,Franschhoek,Backsberg,Backsberg Patriarch Cabernet Franc,0.750,SAF1097,$39.99,$37.50,$35.00,,,,,Female Winemaker,,,,
South African,Franschhoek,Backsberg,"Backsberg Pinotage: 90% Pinotage, 10% Grenache, Shiraz, & Zinfandel",0.750,SAF1048,$10.67,$10.33,,,,,,Female Winemaker,,,,
South African,Franschhoek,Backsberg,Backsberg Ella Rose,0.750,SAF1047,$10.67,$10.33,,,,,,Female Winemaker,,,,
South African,Franschhoek,Backsberg,Backsberg Smuggled Vines Chardonnay,0.750,SAF1101,$16.67,$15.99,,,,,,Female Winemaker,,,,
South African,Franschhoek,Backsberg,Backsberg John Martin Sauvignon Blanc:,0.750,SAF1050,$15.99,,,,,,,Female Winemaker,,,,
South African,Franschhoek,Backsberg,"Backsberg Klein Babylons Toren Red Blend: 50% Cab, 30% Merlot, 20% Petit Verdot",0.750,SAF1052,$18.66,,,,,,,Female Winemaker,,,,
South African,Franschhoek,Backsberg,Backsberg Pumphouse Shiraz,0.750,SAF1051,$16.67,,,,,,,Female Winemaker,,,,
South African,Lower Duivenhoks River,Baleia,Baleia Sauvignon Blanc,0.750,SAF1115,$10.67,$10.33,$9.99,,,,,,,,,
South African,Lower Duivenhoks River,Baleia,Baleia Chardonnay,0.750,SAF1116,$11.99,$11.66,$11.00,,,,,,,,,
South African,Lower Duivenhoks River,Baleia,Baleia Vinho Rocas,0.750,SAF1117,$11.99,$11.66,$11.00,,,,,,,,,
South African,Lower Duivenhoks River,Baleia,Baleia Pinot Noir,0.750,SAF1118,$13.33,$12.66,$11.50,,,,,,,,,
South African,Franschhoek,Black Elephant Vintners,BEV Cap Classique Brut,0.750,SAF1083,$24.00,,,,,,,Black Owned,,,,
South African,Franschhoek,Black Elephant Vintners,BEV Power of Love Chenin Blanc,0.750,SAF1081,$13.33,$12.66,,$12.33,36 bottle Orders,,,Black Owned,,,,
South African,Franschhoek,Black Elephant Vintners,BEV Rose Rebel,0.750,SAF1085,$11.99,$11.33,,,,,,Black Owned,,,,
South African,Franschhoek,Black Elephant Vintners,BEV Three Men in a Tub with a Rubber Duck Red Blend,0.750,SAF1084,$11.99,$11.33,,$10.99,36 bottle Orders,,,Black Owned,,,,
South African,Franschhoek,Black Elephant Vintners,"BEV Two Dogs, a Peacock, & a Horse Sauvignon Blanc",0.750,SAF1082,$11.99,$11.33,,$10.99,36 bottle Orders,,,Black Owned,,,,
South African,Franschhoek,Black Elephant Vintners,BEV Back Roads Petite Sirah,0.750,SAF1121,$29.99,,,,,,,,,,,
South African,Calitzdorp,Boplaas,Boplaas Alvarinho,0.750,SAF1092,$11.99,$11.49,,,,,,Female Winemaker,,,,
South African,Calitzdorp,Boplaas,Boplaas Gamka Red,0.750,SAF1091,$19.99,$19.33,,,,,,Female Winemaker,,,,
South African,Calitzdorp,Boplaas,Boplaas Colheita,0.750,SAF1100,$49.99,,,,,,,Female Winemaker,,,,
South African,Calitzdorp,Boplaas,Boplaas Ruby,0.750,SAF1036,$9.99,$9.66,$8.00,$8.00,12+ bottles,,,Female Winemaker,,,,
South African,Calitzdorp,Boplaas,Boplaas Hanepoot,0.500,SAF1034,$9.99,$9.66,,,,,,Female Winemaker,,,,
South African,Calitzdorp,Boplaas,The Fledge & Co. Fume Blanc,0.750,SAF1089,$13.33,$12.66,,,,,,Female Winemaker,,,,
South African,Calitzdorp,Boplaas,The Fledge & Co. Souzao,0.750,SAF1099,$11.99,$11.49,,,,,,Female Winemaker,,,,
South African,Calitzdorp,Boplaas,The Fledge & Co. Syrah ,0.750,SAF1067,$13.33,$12.66,,,,,,Female Winemaker,,,,
South African,Calitzdorp,Boplaas,The Fledge & Co. Vagabond,0.750,SAF1090,$13.33,$12.66,,,,,,Female Winemaker,,,,
South African,Calitzdorp,Boplaas,The Fledge & Co. Hoeksteen Old Vine Chenin Blanc,0.750,SAF1068,$13.33,$12.66,,,,,,Female Winemaker,,,,
South African,Calitzdorp,Boplaas,The Fledge & Co. The Clutch Tinta Barocca,0.750,SAF1035,$9.99,$9.66,,$8.00,5+ cases,,,Female Winemaker,,,,
South African,Calitzdorp,Boplaas,The Fledge & Co. Grenache,0.750,SAF1107,$14.66,$14.33,,,,,,,,,,
South African,Calitzdorp,Boplaas,The Fledge & Co. Praeteritus Bosstok Tinta Barocca (Skeletons),0.750,SAF1108,$16.67,$15.99,,,,,,,,,,
South African,Calitzdorp,Boplaas,The Fledge & Co. Fortitude Vincimus Red Blend,0.750,SAF1109,$18.66,$17.99,,,,,,,,,,
South African,Darling,Natte Valleij,Natte Valleij Axle Chenin Blanc,0.750,SAF1094,$23.33,,,,,,,,,,,
South African,South Africa (Various),Natte Valleij,Natte Valleij Coastal Cinsault ,0.750,SAF1023,$13.33,$12.99,$12.00,,,,,,,,,
South African,Stellenbosch,Natte Valleij,Natte Valleij Cinsault Stellenbosch,0.750,SAF1059,$17.33,,,,,,,,,,,
South African,Darling,Natte Valleij,Natte Valleij NAT Pinotage,0.750,SAF1069,$13.33,$12.99,$12.00,,,,,,,,,
South African,South Africa (Various),Natte Valleij,Natte Valleij P.O.W. ,0.750,SAF1024,$18.67,$17.99,$15.00,,,,,,,,,
South African,South Africa (Various),Natte Valleij,Natte Valleij Swallow,0.750,SAF1119,$11.99,$11.66,,,,,,,,,,
South African,Wellington,Natte Valleij,Feku Grenache,0.750,SAF1120,$16.67,$15.99,,,,,,,,,,
South African,Simonsberg-Paarl,Noble Hill,Simonsberg-Paarl Bloem Red  ,0.750,SAF1008,$9.33,$8.89,$8.33,,,,,Organic,,,,
South African,Simonsberg-Paarl,Noble Hill,Simonsberg-Paarl Bloem White ,0.750,SAF1003,$9.33,$8.89,$8.33,,,,,Organic,,,,
South African,Simonsberg-Paarl,Noble Hill,Simonsberg-Paarl Noble Hill Blanc de Blanc,0.750,SAF1062,$21.33,,,,,,,Organic,,,,
South African,Simonsberg-Paarl,Noble Hill,Simonsberg-Paarl Noble Hill Cabernet Sauvignon ,0.750,SAF1010,$14.33,$13.99,$13.00,$11.49,3+ cases (2016 vintage only),,,Organic,,,,
South African,Simonsberg-Paarl,Noble Hill,Simonsberg-Paarl Noble Hill Chardonnay ,0.750,SAF1006,$11.99,$11.33,$11.00,,,,,Organic,,,,
South African,Simonsberg-Paarl,Noble Hill,Simonsberg-Paarl Noble Hill Estate Blend ,0.750,SAF1011,$16.67,$15.99,$13.50,$13.33,2+ cases (2021 vintage only),$11.99,5+ cases (2021 vintage only),Organic,,,,
South African,Simonsberg-Paarl,Noble Hill,Simonsberg-Paarl Noble Hill Estate Reserve White,0.750,SAF1072,$16.67,$15.99,,,,,,Organic,,,,
South African,Simonsberg-Paarl,Noble Hill,Simonsberg-Paarl Noble Hill Field Atlas,0.750,SAF1073,$14.33,$13.33,,,,,,Organic,,,,
South African,Simonsberg-Paarl,Noble Hill,Simonsberg-Paarl Noble Hill Rose,0.750,SAF1007,$11.99,$11.33,$10.75,,,,,Organic,,,,
South African,Simonsberg-Paarl,Noble Hill,Simonsberg-Paarl Noble Hill Simonskop Chenin Blanc,0.750,SAF1080,$19.99,,,,,,,Organic,,,,
South African,Simonsberg-Paarl,Noble Hill,Simonsberg-Paarl Noble Hill Sur Lie Chenin Blanc,0.750,SAF1061,$13.33,$12.66,$12.00,,,,,Organic,,,,
South African,Simonsberg-Stellenbosch,Remhoogte Estate,Remhoogte Aspect Merlot ,0.750,SAF1018,$14.66,$13.99,$12.49,,,,,,,,x,
South African,Simonsberg-Stellenbosch,Remhoogte Estate,Remhoogte Cabernet Sauvignon Reserve,0.750,SAF1029,$39.99,,,,,,,,,,,
South African,Simonsberg-Stellenbosch,Remhoogte Estate,Remhoogte Chronicle Cape Blend ,0.750,SAF1017,$11.99,$11.33,$11.00,$10.67,3+ cases solid,$9.99,5+ Cases Solid,,,,x,
South African,Simonsberg-Stellenbosch,Remhoogte Estate,Remhoogte First Light  Chenin Blanc ,0.750,SAF1014,$9.99,$9.49,$8.66,$8.66,3+ cases ,,,,,,x,
South African,Simonsberg-Stellenbosch,Remhoogte Estate,Remhoogte Free to be Orange (Skin Contact Chenin),0.750,SAF1060,$16.00,,,,,,,,,,,
South African,Simonsberg-Stellenbosch,Remhoogte Estate,Remhoogte Free to be Red,0.750,SAF1038,$16.67,,,$14.99,24+ bottles solid (Free to Be),,,,,,,
South African,Simonsberg-Stellenbosch,Remhoogte Estate,Remhoogte Free to be White,0.750,SAF1039,$16.67,,,$14.99,24+ bottles solid (Free to Be),,,,,,,
