Warehouse,Account,Item number,Item type,Supplier,Category,Brand,Name,Batch,SKU,Vintage,Style,Colour,Varieties,Cases,Items per case,Unit quantity,Unit,Barrel or tank,Liters,Unit COGS,COGS,Pending orders (cases),Pending orders (unit quantity),Pending goods received (cases),Pending goods received (unit quantity),Warehouse Location
Warrenton,Well Crafted Wine & Beverage Co.,3094,Wine,,Spanish,Rioja Bodegas Riojanas,Monte Real Crianza,,,2015,Still,Red,Tempranillo,0.08,12,1,750 ml,,0.75,0,0,0,0,0,0,19-A5
Warrenton,Well Crafted Wine & Beverage Co.,10106,Wine,Heredad de Baroja,Spanish,Rioja,Lar de Paula Crianza,,SPA1105,2016,,,,14.17,12,170,750 ml,,127.5,0,0,0,0,0,0,13-I1
Warrenton,Well Crafted Wine & Beverage Co.,10318,Wine,Heredad de Baroja,Spanish,Rioja,Lar de Paula Madurado,,SPA1104,2018,,,,0.17,12,2,750 ml,,1.5,0,0,0,0,0,0,19-A4
Warrenton,Well Crafted Wine & Beverage Co.,18247,Wine,Heredad de Baroja,Spanish,Rioja,Lar de Paula Madurado,,SPA1104,2020,,,,40.58,12,487,750 ml,,365.25,0,0,-1.08,-13,0,0,13-A
Warrenton,Well Crafted Wine & Beverage Co.,24303,Wine,Bodegas Lar de Paula,Spanish,Rioja,Lar de Paula Reserva,,SPA1106,2016,,,,21.25,12,255,750 ml,,191.25,0,0,-0.58,-7,0,0,13-G1
Warrenton,Well Crafted Wine & Beverage Co.,28726,Wine,Bodegas Ontanon,Spanish,Rippa Dorii,Crianza,,SPA1290,2021,Still,,Tempranillo,35.5,6,213,750 ml,,159.75,0,0,0,0,0,0,11-H2 / 11-G1
Warrenton,Well Crafted Wine & Beverage Co.,21528,Wine,Bodegas Ontanon,Spanish,Rippa Dorii,Los Curas,,SPA1291,2021,Still,White,Verdejo,21.17,6,127,750 ml,,95.25,0,0,0,0,0,0,11-I2
Warrenton,Well Crafted Wine & Beverage Co.,24058,Wine,Bodegas Ontanon,Spanish,Rippa Dorii,Los Curas,,SPA1291,2022,Still,White,Verdejo,10,6,60,750 ml,,45,0,0,0,0,0,0,11-I2
Warrenton,Well Crafted Wine & Beverage Co.,21526,Wine,Bodegas Ontanon,Spanish,Rippa Dorii,Roble,,SPA1289,2021,Still,Red,Tempranillo,0.83,6,5,750 ml,,3.75,0,0,0,0,0,0,19-A4
Warrenton,Well Crafted Wine & Beverage Co.,25641,Wine,Bodegas Ontanon,Spanish,Rippa Dorii,Roble,,SPA1289,2022,Still,Red,Tempranillo,0.5,6,3,750 ml,,2.25,0,0,0,0,0,0,19-A4
Warrenton,Well Crafted Wine & Beverage Co.,22791,Wine,Bodegas Ontanon,Spanish,Rippa Dorii,Salomon,,SPA1292,2021,Still,Red,Tempranillo,30.5,6,183,750 ml,,137.25,0,0,0,0,0,0,12-G2
Warrenton,Well Crafted Wine & Beverage Co.,21525,Wine,Bodegas Ontanon,Spanish,Rippa Dorii,Verdejo,,SPA1288,2022,Still,White,Verdejo,0.67,6,4,750 ml,,3,0,0,0,0,0,0,11-E2
Warrenton,Well Crafted Wine & Beverage Co.,25640,Wine,Bodegas Ontanon,Spanish,Rippa Dorii,Verdejo,,SPA1288,2023,Still,White,Verdejo,104.33,6,626,750 ml,,469.5,0,0,-0.17,-1,0,0,11-D1 / 11-F2
Warrenton,Well Crafted Wine & Beverage Co.,23526,Wine,River\'s Edge Winery,Oregon,Rivers Edge,Barrell Select Pinot Noir,,ORO1003,2018,Still,Red,,9.92,12,119,750 ml,,89.25,0,0,0,0,0,0,22-C1
Warrenton,Well Crafted Wine & Beverage Co.,25508,Wine,River\'s Edge Winery,Oregon,Rivers Edge,Elkton Cuvee Pinot Noir,,ORO1002,2020,Still,Red,,9,12,108,750 ml,,81,0,0,0,0,0,0,08-A1 / 08-A3
Warrenton,Well Crafted Wine & Beverage Co.,14546,Wine,Vivino Selections,Italian,Rocca dei Sanniti,Falanghina  Beneventano,,ITA1061,2018,Still,,,0.17,12,2,750 ml,,1.5,0,0,0,0,0,0,18-A7
Warrenton,Well Crafted Wine & Beverage Co.,21818,Wine,Rock Ferry,New Zealand,Rock Ferry,3rd Rock Chardonnay,,NWZ1010,2019,,,,123.83,6,743,750 ml,,557.25,0,0,0,0,0,0,16-C1 / 16-D3
Warrenton,Well Crafted Wine & Beverage Co.,25451,Wine,Rock Ferry,New Zealand,Rock Ferry,3rd Rock Chardonnay,,NWZ1010,2020,,,,26,12,312,750 ml,,234,0,0,0,0,0,0,16-D3
Warrenton,Well Crafted Wine & Beverage Co.,21817,Wine,Rock Ferry,New Zealand,Rock Ferry,3rd Rock Pinot Gris,,NWZ1009,2021,,White,,81.17,12,974,750 ml,,730.5,0,0,0,0,0,0,16-F1 / 16-F3 / 15-I3
Warrenton,Well Crafted Wine & Beverage Co.,21819,Wine,Rock Ferry,New Zealand,Rock Ferry,3rd Rock Pinot Noir,,NWZ1011,2021,Still,Red,,90.25,12,1083,750 ml,,812.25,0,0,0,0,0,0,16-D1 / 20-A3
Warrenton,Well Crafted Wine & Beverage Co.,23816,Wine,Rock Ferry,New Zealand,Rock Ferry,3rd Rock Sauvignon Blanc,,NWZ1008,2023,Still,White,,374.5,12,4494,750 ml,,"3,370.50",0,0,-0.5,-6,0,0,13-C1 / 16-I3 / 18-F
Warrenton,Well Crafted Wine & Beverage Co.,23813,Wine,Rock Ferry,New Zealand,Rock Ferry,Brut Rose,,NWZ1023,2016,,,,10.33,6,62,750 ml,,46.5,0,0,0,0,0,0,16-D2
Warrenton,Well Crafted Wine & Beverage Co.,21820,Wine,Rock Ferry,New Zealand,Rock Ferry,Corners Sauvignon Blanc,,NWZ1012,2022,Still,White,,4.83,6,29,750 ml,,21.75,0,0,0,0,0,0,16-E2
Warrenton,Well Crafted Wine & Beverage Co.,25450,Wine,Rock Ferry,New Zealand,Rock Ferry,Corners Sauvignon Blanc,,NWZ1012,2023,Still,White,,130,6,780,750 ml,,585,0,0,0,0,0,0,20-E3
Warrenton,Well Crafted Wine & Beverage Co.,21821,Wine,Rock Ferry,New Zealand,Rock Ferry,Orchard Pinot Rose,,NWZ1015,2022,Still,Rose,,79.67,6,478,750 ml,,358.5,0,0,0,0,0,0,16-H2 / 20-A3
Warrenton,Well Crafted Wine & Beverage Co.,21823,Wine,Rock Ferry,New Zealand,Rock Ferry,Pinot Blanc Brut,,NWZ1024,2020,,White,,4.17,6,25,750 ml,,18.75,0,0,0,0,0,0,16-D2
Warrenton,Well Crafted Wine & Beverage Co.,23814,Wine,Rock Ferry,New Zealand,Rock Ferry,Pinot Blanc Brut,,NWZ1024,2021,,White,,24,6,144,750 ml,,108,0,0,0,0,0,0,16-F2
Warrenton,Well Crafted Wine & Beverage Co.,23815,Wine,Rock Ferry,New Zealand,Rock Ferry,Trig Hill Pinot Noir,,NWZ1020,2022,,Red,,26,12,312,750 ml,,234,0,0,0,0,0,0,16-I1
Warrenton,Well Crafted Wine & Beverage Co.,24131,Wine,Southern England Wines Limited,English,Roebuck Estates,Blanc de Noir,,ENG1003,2018,Sparkling,White,Pinot Noir,32.5,6,195,750 ml,,146.25,0,0,0,0,0,0,14-D2
Warrenton,Well Crafted Wine & Beverage Co.,24129,Wine,Southern England Wines Limited,English,Roebuck Estates,Classic Cuvee,,ENG1001,2017,Sparkling,White,"Pinot Noir, Chardonnay, Pinot Meunier",1.5,6,9,750 ml,,6.75,0,0,0,0,0,0,15-I2
Warrenton,Well Crafted Wine & Beverage Co.,30038,Wine,Southern England Wines Limited,English,Roebuck Estates,Classic Cuvee,,ENG1001,2018,Sparkling,White,"Pinot Noir, Chardonnay, Pinot Meunier",141.83,6,851,750 ml,,638.25,0,0,0,0,0,0,14-G2 / 14-F2 / 15-G3
Warrenton,Well Crafted Wine & Beverage Co.,24130,Wine,Southern England Wines Limited,English,Roebuck Estates,Rose de Noir,,ENG1002,2017,Sparkling,Rose,"Pinot Noir, Pinot Meunier, Pinot Precoce",40.5,6,243,750 ml,,182.25,0,0,0,0,0,0,14-E2
Warrenton,Well Crafted Wine & Beverage Co.,27235,Wine,,Non Alcoholic,Roots Divino,NA Blanco Vermouth,,NON1029,NV,Still,White,,44,6,264,750 ml,,198,0,0,0,0,0,0,14-A
Warrenton,Well Crafted Wine & Beverage Co.,27236,Wine,,Non Alcoholic,Roots Divino,NA Rosso Vermouth,,NON1030,NV,Still,White,,44.83,6,269,750 ml,,201.75,0,0,0,0,0,0,14-C1
Warrenton,Well Crafted Wine & Beverage Co.,14609,Wine,Bodegas Pascual,Spanish,Rueda,Heredad de Penalosa Verdejo,,SPA1115,2020,,,,0.08,12,1,750 ml,,0.75,0,0,0,0,0,0,19-A6
Warrenton,Well Crafted Wine & Beverage Co.,17769,Wine,Bodegas Pascual,Spanish,Rueda,Heredad de Penalosa Verdejo,,SPA1115,2021,,,,0.08,12,1,750 ml,,0.75,0,0,0,0,0,0,21
Warrenton,Well Crafted Wine & Beverage Co.,22868,Wine,Bodegas Pascual,Spanish,Rueda,Heredad de Penalosa Verdejo,,SPA1115,2022,,,,2.75,12,33,750 ml,,24.75,0,0,0,0,0,0,12-I2
Warrenton,Well Crafted Wine & Beverage Co.,14907,Wine,Bodega Reina de Castilla,Spanish,Rueda,Isabelino Blanco,,SPA1116,2020,,White,,0.08,12,1,750 ml,,0.75,0,0,0,0,0,0,19-A7
Warrenton,Well Crafted Wine & Beverage Co.,23338,Wine,Bodega Reina de Castilla,Spanish,Rueda,Isabelino Blanco,,SPA1116,2022,,White,,1.33,12,16,750 ml,,12,0,0,0,0,0,0,12-G2
Warrenton,Well Crafted Wine & Beverage Co.,23519,Wine,Bodega Reina de Castilla,Spanish,Rueda,Isabelino Blanco (Damaged label),,SPA1116,2021,,White,,0.08,12,1,750 ml,,0.75,0,0,0,0,0,0,19-A7
Warrenton,Well Crafted Wine & Beverage Co.,3170,Wine,,Spanish,Rueda,"Isabelino, Blanco",,SPA1116,2017,,White,,0.25,12,3,750 ml,,2.25,0,0,0,0,0,0,19-A4
Warrenton,Well Crafted Wine & Beverage Co.,11603,Wine,Bodega Reina de Castilla,Spanish,Rueda,Reina De Castilla Oak Aged Verdejo,,SPA1118,2019,Still,Red,,0.17,6,1,750 ml,,0.75,0,0,0,0,0,0,19-A8
Warrenton,Well Crafted Wine & Beverage Co.,23337,Wine,,Spanish,Rueda,Reina De Castilla Oak Aged Verdejo,,SPA1118,2022,Still,Red,,66,6,396,750 ml,,297,0,0,-8,-48,0,0,11-H2 / 11-G3
Warrenton,Well Crafted Wine & Beverage Co.,3255,Wine,Bodega Reina de Castilla,Spanish,Rueda,Reina de Castilla Sauvignon Blanc,,SPA1117,2015,,White,,0.08,12,1,1.5 l,,1.5,0,0,0,0,0,0,
Warrenton,Well Crafted Wine & Beverage Co.,23244,Wine,,Spanish,Rueda,Reina de Castilla Sauvignon Blanc,,SPA1117,2016,,White,,0.17,12,2,750 ml,,1.5,0,0,0,0,0,0,19-A6
Warrenton,Well Crafted Wine & Beverage Co.,3171,Wine,,Spanish,Rueda,Reina de Castilla Sauvignon Blanc,,SPA1117,2017,,White,,0.17,12,2,750 ml,,1.5,0,0,0,0,0,0,19-A8
Warrenton,Well Crafted Wine & Beverage Co.,14604,Wine,Bodega Reina de Castilla,Spanish,Rueda,Reina de Castilla Verdejo,,SPA1180,2019,,White,,0.17,12,2,750 ml,,1.5,0,0,0,0,0,0,
Warrenton,Well Crafted Wine & Beverage Co.,23383,Wine,Saddleback Cellars,Californian,Saddleback,Rancher Red,,CAL1175,2019,Still,Red,"Cabernet Sauvignon, Petite Sirah, Cabernet Franc",30.92,12,371,750 ml,,278.25,0,0,-12,-144,0,0,06-B
Warrenton,Well Crafted Wine & Beverage Co.,11398,Wine,Saddleback Cellars,Californian,Saddleback,Zinfandel,,CAL1174,2018,Still,Red,,1.92,12,23,750 ml,,17.25,0,0,0,0,0,0,10-I2
Warrenton,Well Crafted Wine & Beverage Co.,28243,Wine,Legend Australia (USA Wine West),Australian,Sailor Seeks Horse,Pinot Noir,,AUS1045,2022,,,,3,6,18,750 ml,,13.5,0,0,-1,-6,0,0,14-J
Warrenton,Well Crafted Wine & Beverage Co.,2425,Wine,Jelu,Argentine,San Juan,Jelu Pinot Noir,,ARG1014,2013,,,,0.08,12,1,750 ml,,0.75,0,0,0,0,0,0,18-A1
Warrenton,Well Crafted Wine & Beverage Co.,22194,Wine,Scarpetta (Northern VA only),Italian,Scarpetta,Pinot Grigio DOC Friuli (NOVA only),,ITA1104,2022,Still,White,,0.75,12,9,750 ml,,6.75,0,0,0,0,0,0,12-I
Warrenton,Well Crafted Wine & Beverage Co.,24979,Wine,Scarpetta (Northern VA only),Italian,Scarpetta,Pinot Grigio DOC Friuli (NOVA only),,ITA1104,2023,Still,White,,6.5,12,78,750 ml,,58.5,0,0,0,0,0,0,12-I1
Warrenton,Well Crafted Wine & Beverage Co.,22193,Wine,Scarpetta (Northern VA only),Italian,Scarpetta,Prosecco Brut DOC (NOVA only),,ITA1103,2023,Sparkling,White,,1.67,12,20,750 ml,,15,0,0,0,0,0,0,14-D2
Warrenton,Well Crafted Wine & Beverage Co.,30337,Wine,Scarpetta (Northern VA only),Italian,Scarpetta,Prosecco Brut DOC (NOVA only),,ITA1103,2024,Sparkling,White,,8,12,96,750 ml,,72,0,0,0,0,0,0,20-F2
Warrenton,Well Crafted Wine & Beverage Co.,22196,Wine,Scarpetta (Northern VA only),Italian,Scarpetta,Timido Brut Rose (NOVA only),,ITA1109,NV,Sparkling,Rose,,12.58,12,151,750 ml,,113.25,0,0,-5,-60,0,0,12-D1
Warrenton,Well Crafted Wine & Beverage Co.,20056,Wine,Scenic Valley Farms,Oregon,Scenic Valley Farms,Chardonnay,,ORO1026,2021,,White,,0.08,12,1,750 ml,,0.75,0,0,0,0,0,0,17-A6
Warrenton,Well Crafted Wine & Beverage Co.,30137,Wine,Scenic Valley Farms,Oregon,Scenic Valley Farms,Chardonnay,,ORO1026,2024,,White,,40.08,12,481,750 ml,,360.75,0,0,-1.58,-19,0,0,10-D1 / 10-C3
Warrenton,Well Crafted Wine & Beverage Co.,18147,Wine,Scenic Valley Farms,Oregon,Scenic Valley Farms,Pinot Gris,,ORO1024,2021,Still,White,,0.08,12,1,750 ml,,0.75,0,0,0,0,0,0,08-E
Warrenton,Well Crafted Wine & Beverage Co.,22817,Wine,Scenic Valley Farms,Oregon,Scenic Valley Farms,Pinot Gris,,ORO1024,2022,Still,White,,16.5,12,198,750 ml,,148.5,0,0,-0.5,-6,0,0,09-I1
Warrenton,Well Crafted Wine & Beverage Co.,23513,Wine,Scenic Valley Farms,Oregon,Scenic Valley Farms,Pinot Noir,,ORO1028,2022,Still,Red,,40,12,480,750 ml,,360,0,0,-5.5,-66,0,0,10-C1 / 10-C3
Warrenton,Well Crafted Wine & Beverage Co.,29428,Wine,Scenic Valley Farms,Oregon,Scenic Valley Farms,Pinot Noir,,ORO1028,2023,Still,Red,,53,12,636,750 ml,,477,0,0,0,0,0,0,19-E1
Warrenton,Well Crafted Wine & Beverage Co.,16878,Wine,,Z- Samples,Scenic Valley Farms,Rose,,SAMPLE,2021,,,,0.17,12,2,750 ml,,1.5,0,0,0,0,0,0,
Warrenton,Well Crafted Wine & Beverage Co.,27300,Wine,Scheid Vineyards,Californian,Scheid Vineyards,Craftwork Cabernet Sauvignon,,CAL1188,2022,,Red,,0.58,12,7,750 ml,,5.25,0,0,0,0,0,0,18-A10
Warrenton,Well Crafted Wine & Beverage Co.,29154,Wine,Scheid Vineyards,Californian,Scheid Vineyards,Craftwork Cabernet Sauvignon,,CAL1188,2023,,Red,,11.92,12,143,750 ml,,107.25,0,0,-1,-12,0,0,10-I1
Warrenton,Well Crafted Wine & Beverage Co.,27301,Wine,Scheid Vineyards,Californian,Scheid Vineyards,Craftwork Cabernet Sauvignon (Stained Lables),,CAL1188,2022,,Red,,0.5,12,6,750 ml,,4.5,0,0,0,0,0,0,17-A1
Warrenton,Well Crafted Wine & Beverage Co.,10269,Wine,Scheid Vineyards,Californian,Scheid Vineyards,Elder Rock Chardonnay,,CAL1187,2018,Still,White,,0.17,12,2,750 ml,,1.5,0,0,0,0,0,0,19-A10
Warrenton,Well Crafted Wine & Beverage Co.,15997,Wine,Scheid Vineyards,Californian,Scheid Vineyards,Elder Rock Chardonnay,,CAL1187,2019,Still,White,,0.17,12,2,750 ml,,1.5,0,0,0,0,0,0,03-G
Warrenton,Well Crafted Wine & Beverage Co.,20206,Wine,Scheid Vineyards,Californian,Scheid Vineyards,Redwick Estate Red Blend,,CAL1182,2019,Still,Red,,0.08,12,1,750 ml,,0.75,0,0,0,0,0,0,08-C
Warrenton,Well Crafted Wine & Beverage Co.,25943,Wine,Scheid Vineyards,Californian,Scheid Vineyards,Rocklin Ranch Cabernet Sauvignon,,CAL1184,2022,Still,Red,,0.08,12,1,750 ml,,0.75,0,0,0,0,0,0,17-A9
Warrenton,Well Crafted Wine & Beverage Co.,25696,Wine,Scheid Vineyards,Californian,Scheid Vineyards,Rocklin Ranch Chardonnay,,CAL1183,2023,Still,White,Chardonnay,21.25,12,255,750 ml,,191.25,0,0,-3,-36,0,0,10-H1 / 10-G3
Warrenton,Well Crafted Wine & Beverage Co.,12965,Wine,Scheid Vineyards,Californian,Scheid Vineyards,Rocklin Ranch Pinot Noir,,CAL1226,2016,Still,Red,,0.08,12,1,750 ml,,0.75,0,0,0,0,0,0,17-A10
Warrenton,Well Crafted Wine & Beverage Co.,25412,Wine,Scheid Vineyards,Californian,Scheid Vineyards,Rocklin Ranch Pinot Noir,,CAL1185,2022,Still,Red,,3.42,12,41,750 ml,,30.75,0,0,0,0,0,0,09-E1
Warrenton,Well Crafted Wine & Beverage Co.,23144,Wine,Legend Australia (USA Wine West),Australian,Seppeltsfield,Cabernet Sauvignon,,AUS1029,2021,Still,Red,Cabernet Sauvignon,14,12,168,750 ml,,126,0,0,0,0,0,0,16-F1
Warrenton,Well Crafted Wine & Beverage Co.,18063,Wine,Legend Australia (USA Wine West),Australian,Seppeltsfield,Grand Tawny  10yr,,AUS1022,NV,,,,4.5,12,54,750 ml,,40.5,0,0,-0.5,-6,0,0,14-I2
Warrenton,Well Crafted Wine & Beverage Co.,21212,Wine,Legend Australia (USA Wine West),Australian,Seppeltsfield,Grenache,,AUS1021,2021,Still,Red,Grenache,0.08,12,1,750 ml,,0.75,0,0,0,0,0,0,18-A5
Warrenton,Well Crafted Wine & Beverage Co.,24789,Wine,Legend Australia (USA Wine West),Australian,Seppeltsfield,Grenache,,AUS1021,2022,Still,Red,Grenache,6.33,12,76,750 ml,,57,0,0,-0.08,-1,0,0,15-D1
Warrenton,Well Crafted Wine & Beverage Co.,28248,Wine,Legend Australia (USA Wine West),Australian,Seppeltsfield,Riesling,,AUS1019,2023,Still,White,Riesling,13.75,12,165,750 ml,,123.75,0,0,0,0,0,0,14-D1
Warrenton,Well Crafted Wine & Beverage Co.,28280,Wine,Legend Australia (USA Wine West),Australian,Seppeltsfield,Shiraz,,AUS1020,2022,Still,Red,,6.33,12,76,750 ml,,57,0,0,0,0,0,0,20-B1
Warrenton,Well Crafted Wine & Beverage Co.,24168,Wine,Ventura Selections,Spanish,,Serra de Estrela Albarino (DC / MD Only),,SPA1330,2023,,,,3.92,12,47,750 ml,,35.25,0,0,0,0,0,0,16-E2
Warrenton,Well Crafted Wine & Beverage Co.,27646,Wine,Spyrt Worldwide (Shabo),Ukraine,Shabo,Grande Reserve Cabernet - Merlot,,UKR1008,2023,Still,Red,"Cabernet Sauvignon, Merlot",5.33,12,64,750 ml,,48,0,0,-1,-12,0,0,12-E2
Warrenton,Well Crafted Wine & Beverage Co.,27645,Wine,Spyrt Worldwide (Shabo),Ukraine,Shabo,Grande Reserve Cabernet Sauvignon,,UKR1007,2023,Still,Red,Cabernet Sauvignon,6.25,12,75,750 ml,,56.25,0,0,0,0,0,0,12-E2
Warrenton,Well Crafted Wine & Beverage Co.,27647,Wine,Spyrt Worldwide (Shabo),Ukraine,Shabo,Grande Reserve Merlot,,UKR1021,2022,Still,Red,Merlot,2.25,12,27,750 ml,,20.25,0,0,0,0,0,0,12-C2
Warrenton,Well Crafted Wine & Beverage Co.,27648,Wine,Spyrt Worldwide (Shabo),Ukraine,Shabo,Grande Reserve Telti-Kuruk,,UKR1009,2022,Still,White,,6.58,12,79,750 ml,,59.25,0,0,0,0,0,0,12-E2
Warrenton,Well Crafted Wine & Beverage Co.,27651,Wine,Spyrt Worldwide (Shabo),Ukraine,Shabo,IFWH Exclusive Cabernet Sauvignon,,UKR1027,2016,,,,1.5,12,18,750 ml,,13.5,0,0,0,0,0,0,12-D2
Warrenton,Well Crafted Wine & Beverage Co.,28921,Wine,Spyrt Worldwide (Shabo),Ukraine,Shabo,Limited Edition Kakhetian Saperavi Merlot,,UKR1010,2023,Still,Red,"Merlot, Saperavi",9.92,12,119,750 ml,,89.25,0,0,0,0,0,0,13-F1
Warrenton,Well Crafted Wine & Beverage Co.,27636,Wine,Spyrt Worldwide (Shabo),Ukraine,Shabo,Original Cabernet Sauvignon,,UKR1002,2022,,,,21.08,12,253,750 ml,,189.75,0,0,-1.17,-14,0,0,14-C1
Warrenton,Well Crafted Wine & Beverage Co.,27635,Wine,Spyrt Worldwide (Shabo),Ukraine,Shabo,Original Chardonnay,,UKR1001,2023,Still,White,Chardonnay,24.83,12,298,750 ml,,223.5,0,0,-0.5,-6,0,0,15-I1
Warrenton,Well Crafted Wine & Beverage Co.,27637,Wine,Spyrt Worldwide (Shabo),Ukraine,Shabo,Original Dry Rose,,UKR1013,2023,Still,Rose,"Merlot, Pinot Noir",33.92,12,407,750 ml,,305.25,0,0,-0.25,-3,0,0,15-E1 / 14-D3
Warrenton,Well Crafted Wine & Beverage Co.,29442,Wine,Spyrt Worldwide (Shabo),Ukraine,Shabo,Original Merlot,,UKR1014,2024,,,,12.25,12,147,750 ml,,110.25,0,0,-0.25,-3,0,0,12-C2
Warrenton,Well Crafted Wine & Beverage Co.,30010,Wine,Spyrt Worldwide (Shabo),Ukraine,Shabo,Original Pinot Grigio,,UKR1012,2024,Still,White,Pinot Grigio,12.25,12,147,750 ml,,110.25,0,0,-0.08,-1,0,0,15-C1
Warrenton,Well Crafted Wine & Beverage Co.,27640,Wine,Spyrt Worldwide (Shabo),Ukraine,Shabo,Reserve Cabernet Sauvignon,,UKR1005,2023,Still,,Cabernet Sauvignon,16.42,12,197,750 ml,,147.75,0,0,0,0,0,0,13-E2 / 13-C3
Warrenton,Well Crafted Wine & Beverage Co.,27643,Wine,Spyrt Worldwide (Shabo),Ukraine,Shabo,Reserve Chardonnay,,UKR1015,2022,Still,White,Chardonnay,3.83,12,46,750 ml,,34.5,0,0,0,0,0,0,13-C2
Warrenton,Well Crafted Wine & Beverage Co.,27653,Wine,Spyrt Worldwide (Shabo),Ukraine,Shabo,Reserve Merlot,,UKR1004,2022,Still,Red,Merlot,11.75,12,141,750 ml,,105.75,0,0,0,0,0,0,13-D2
Warrenton,Well Crafted Wine & Beverage Co.,27642,Wine,Spyrt Worldwide (Shabo),Ukraine,Shabo,Reserve Pinot Grigio,,UKR1017,2022,,,,2.67,12,32,750 ml,,24,0,0,0,0,0,0,12-E2
Warrenton,Well Crafted Wine & Beverage Co.,27641,Wine,Spyrt Worldwide (Shabo),Ukraine,Shabo,Reserve Saperavi,,UKR1006,2023,Still,Red,Saperavi,17.75,12,213,750 ml,,159.75,0,0,0,0,0,0,15-G1
Warrenton,Well Crafted Wine & Beverage Co.,27652,Wine,Spyrt Worldwide (Shabo),Ukraine,Shabo,Reserve Sauvignon Blanc,,UKR1016,2022,Still,White,Sauvignon Blanc,4.83,12,58,750 ml,,43.5,0,0,0,0,0,0,12-E2
Warrenton,Well Crafted Wine & Beverage Co.,27639,Wine,Spyrt Worldwide (Shabo),Ukraine,Shabo,Reserve Telti-Kuruk,,UKR1003,2023,,,,48.33,12,580,750 ml,,435,0,0,-6,-72,0,0,15-F1 / 14-I3
Warrenton,Well Crafted Wine & Beverage Co.,27649,Wine,Spyrt Worldwide (Shabo),Ukraine,Shabo,Sparkling Classic Brut,,UKR1022,NV,Sparkling,White,,5.33,12,64,750 ml,,48,0,0,0,0,0,0,13-C2
Warrenton,Well Crafted Wine & Beverage Co.,27650,Wine,Spyrt Worldwide (Shabo),Ukraine,Shabo,Sparkling Grand Reserve,,UKR1024,2016,,,,4.25,12,51,750 ml,,38.25,0,0,0,0,0,0,12-E2
Warrenton,Well Crafted Wine & Beverage Co.,30330,Wine,Spyrt Worldwide (Shabo),Ukraine,Shabo,Sparkling Grand Reserve,,UKR1024,NV,,,,0.92,12,11,750 ml,,8.25,0,0,0,0,0,0,12-E2
Warrenton,Well Crafted Wine & Beverage Co.,28920,Wine,Spyrt Worldwide (Shabo),Ukraine,Shabo,Sparkling Primo Secco Brut White,,UKR1011,NV,,,,80.17,12,962,750 ml,,721.5,0,0,-8,-96,0,0,14-D1 / 15-E3 / 14-D3
Warrenton,Well Crafted Wine & Beverage Co.,30311,Wine,Spyrt Worldwide (Shabo),Ukraine,Shabo,Sparkling Primo Secco Semi Sweet White,,UKR1026,NV,Sparkling,White,,12.08,12,145,750 ml,,108.75,0,0,0,0,0,0,14-H1
Warrenton,Well Crafted Wine & Beverage Co.,7112,Wine,,Californian,Shadowbox,Carneros Pinot Noir,,CAL1057,2014,,Red,,1.42,12,17,750 ml,,12.75,0,0,0,0,0,0,18-A1
Warrenton,Well Crafted Wine & Beverage Co.,24101,Wine,,,,Shipping- Domestic,,Shipping1001,,,,,-15,1,-15,1 each,,,0,0,0,0,0,0,
Warrenton,Well Crafted Wine & Beverage Co.,17065,Wine,,Z- Samples,Shmona Winery,Petit Verdot,,,2019,,,,0.08,12,1,750 ml,,0.75,0,0,0,0,0,0,
Warrenton,Well Crafted Wine & Beverage Co.,29508,Wine,Silverthorn Wines,South African,Silverthorn,River Dragon Cap Classique Blanc,,SAF1124,NV,Sparkling,White,Colombard,9.33,6,56,750 ml,,42,0,0,0,0,0,0,07-A2
Warrenton,Well Crafted Wine & Beverage Co.,29510,Wine,Silverthorn Wines,South African,Silverthorn,The Genie Cap Classique Brut Rose,,SAF1123,NV,Sparkling,Rose,Shiraz,15.67,6,94,750 ml,,70.5,0,0,0,0,0,0,08-A2
Warrenton,Well Crafted Wine & Beverage Co.,29509,Wine,Silverthorn Wines,South African,Silverthorn,The Green Man Cap Classique Brut Blanc,,SAF1122,2022,Sparkling,White,Chardonnay,16.33,6,98,750 ml,,73.5,0,0,0,0,0,0,09-F1
Warrenton,Well Crafted Wine & Beverage Co.,22505,Wine,Sky Devil Wines,Californian,Sky Devil,Cabernet Franc,,CAL1330,2020,Still,Red,Cabernet Franc,2,12,24,750 ml,,18,0,0,0,0,0,0,10-A
Warrenton,Well Crafted Wine & Beverage Co.,15237,Wine,Sky Devil Wines,Californian,Sky Devil,Cabernet Sauvignon,,CAL1225,2018,Still,,Cabernet Sauvignon,1,12,12,750 ml,,9,0,0,0,0,0,0,22-E1
Warrenton,Well Crafted Wine & Beverage Co.,28934,Wine,Sky Devil Wines,Californian,Sky Devil,Cabernet Sauvignon,,CAL1225,2019,Still,,Cabernet Sauvignon,8.83,12,106,750 ml,,79.5,0,0,0,0,0,0,22-E1
Warrenton,Well Crafted Wine & Beverage Co.,24603,Wine,Sky Devil Wines,Californian,Sky Devil,Dash Two,,CAL1343,2022,Still,Red,Cabernet Sauvignon,14.17,12,170,750 ml,,127.5,0,0,-0.58,-7,0,0,20-B1
