Warehouse,Account,Item number,Item type,Supplier,Category,Brand,Name,Batch,SKU,Vintage,Style,Colour,Varieties,Cases,Items per case,Unit quantity,Unit,Barrel or tank,Liters,Unit COGS,COGS,Pending orders (cases),Pending orders (unit quantity),Pending goods received (cases),Pending goods received (unit quantity),Warehouse Location
Warrenton,Well Crafted Wine & Beverage Co.,14534,Wine,Sky Devil Wines,Californian,Sky Devil,Formation,,CAL1224,2018,Still,Red,"Cabernet Sauvignon, Merlot, Malbec, Petit Verdot",0.17,12,2,750 ml,,1.5,0,0,0,0,0,0,17-A6
Warrenton,Well Crafted Wine & Beverage Co.,23183,Wine,Sky Devil Wines,Californian,Sky Devil,Formation,,CAL1224,2020,Still,Red,Cabernet Sauvignon,4.83,12,58,750 ml,,43.5,0,0,-0.17,-2,0,0,10-G1
Warrenton,Well Crafted Wine & Beverage Co.,30018,Wine,Sky Devil Wines,Californian,Sky Devil,Formation,,CAL1224,2021,Still,Red,Cabernet Sauvignon,22,12,264,750 ml,,198,0,0,0,0,0,0,11-H3
Warrenton,Well Crafted Wine & Beverage Co.,19545,Wine,Sky Devil Wines,Californian,Sky Devil,Malbec,,CAL1296,2019,Still,Red,,2,12,24,750 ml,,18,0,0,0,0,0,0,22-D2
Warrenton,Well Crafted Wine & Beverage Co.,25348,Wine,Sky Devil Wines,Californian,Sky Devil,Malbec,,CAL1296,2022,Still,Red,,3.83,12,46,750 ml,,34.5,0,0,-0.08,-1,0,0,22-D2
Warrenton,Well Crafted Wine & Beverage Co.,21474,Wine,Sky Devil Wines,Californian,Sky Devil,Rose,,CAL1325,2022,Still,Rose,,0.08,12,1,750 ml,,0.75,0,0,0,0,0,0,17-A6
Warrenton,Well Crafted Wine & Beverage Co.,24602,Wine,Sky Devil Wines,Californian,Sky Devil,Rose,,CAL1325,2023,Still,Rose,Pinot Noir,3.33,12,40,750 ml,,30,0,0,0,0,0,0,20-A1
Warrenton,Well Crafted Wine & Beverage Co.,28935,Wine,Sky Devil Wines,Californian,Sky Devil,Sauvignon Blanc,,CAL1378,2024,,,,13.42,12,161,750 ml,,120.75,0,0,-0.08,-1,0,0,22-D1
Warrenton,Well Crafted Wine & Beverage Co.,7034,Wine,Skylark,Californian,Skylark,Alondra Chardonnay,,CAL1054,2018,,,,0.17,12,2,750 ml,,1.5,0,0,0,0,0,0,18-A9
Warrenton,Well Crafted Wine & Beverage Co.,28221,Wine,Skylark,Californian,Skylark,Alondra Chardonnay,,CAL1054,2023,,,,30.83,12,370,750 ml,,277.5,0,0,0,0,0,0,09-D1 / 09-D3
Warrenton,Well Crafted Wine & Beverage Co.,4691,Wine,Skylark,Californian,Skylark,Grenache,,CAL1056,2014,,,,0.5,12,6,750 ml,,4.5,0,0,0,0,0,0,19-A1
Warrenton,Well Crafted Wine & Beverage Co.,22288,Wine,Skylark,Californian,Skylark,Las Aves,,CAL1053,2017,,,,5.08,12,61,750 ml,,45.75,0,0,0,0,0,0,22-E2
Warrenton,Well Crafted Wine & Beverage Co.,3087,Wine,Skylark,Californian,Skylark,Pink Belly,,CAL1069,2017,,,,0.42,12,5,750 ml,,3.75,0,0,0,0,0,0,17-A9
Warrenton,Well Crafted Wine & Beverage Co.,14919,Wine,Skylark,Californian,Skylark,Pink Belly,,CAL1069,2020,,,,4.08,12,49,750 ml,,36.75,0,0,0,0,0,0,10-D2
Warrenton,Well Crafted Wine & Beverage Co.,4688,Wine,Skylark,Californian,Skylark,Pinot Blanc,,CAL1052,2018,,,,0.08,12,1,750 ml,,0.75,0,0,0,0,0,0,18-A10
Warrenton,Well Crafted Wine & Beverage Co.,22289,Wine,Skylark,Californian,Skylark,Pinot Blanc,,CAL1052,2022,Still,White,,9.42,12,113,750 ml,,84.75,0,0,0,0,0,0,10-G1
Warrenton,Well Crafted Wine & Beverage Co.,23512,Wine,Skylark,Californian,Skylark,Red Belly,,CAL1051,2019,Still,Red,"Syrah, Carignan, Grenache",33.17,12,398,750 ml,,298.5,0,0,0,0,0,0,10-E1 / 10-D3
Warrenton,Well Crafted Wine & Beverage Co.,22291,Wine,Skylark,Californian,Skylark,Rodgers Creek Syrah,,CAL1130,2018,Still,Red,,6.92,12,83,750 ml,,62.25,0,0,0,0,0,0,22-E1
Warrenton,Well Crafted Wine & Beverage Co.,24055,Wine,Soco Vinicola,Spanish,Soco Vinicola,Soco Blanco Lanzarote,,SPA1303,2023,,,,54.83,6,329,750 ml,,246.75,0,0,0,0,0,0,11-C2
Warrenton,Well Crafted Wine & Beverage Co.,18289,Wine,Sonder Wines,Washington,Sonder,Field Blend,,WAS1016,2021,,,,9.17,12,110,750 ml,,82.5,0,0,0,0,0,0,10-C1
Warrenton,Well Crafted Wine & Beverage Co.,23968,Wine,Sonder Wines,Washington,Sonder,Field Blend,,WAS1016,2022,,,,0.08,12,1,750 ml,,0.75,0,0,0,0,0,0,18-A3
Warrenton,Well Crafted Wine & Beverage Co.,18205,Wine,Sonder Wines,Z- Samples,Sonder,Grenache blanc,,SAMPLE,2021,,,,0.08,12,1,750 ml,,0.75,0,0,0,0,0,0,
Warrenton,Well Crafted Wine & Beverage Co.,21268,Wine,Sonder Wines,Washington,Sonder,Grenache blanc,,WAS1034,2022,,,,0.08,12,1,750 ml,,0.75,0,0,0,0,0,0,18-A9
Warrenton,Well Crafted Wine & Beverage Co.,25499,Wine,Sonder Wines,Washington,Sonder,Grenache blanc,,WAS1034,2023,,,,2.83,12,34,750 ml,,25.5,0,0,0,0,0,0,22-E2
Warrenton,Well Crafted Wine & Beverage Co.,21267,Wine,Sonder Wines,Washington,Sonder,Orange (White Field Blend),,WAS1035,2022,,Orange,"Viognier, Roussane",4,12,48,750 ml,,36,0,0,-0.08,-1,0,0,10-H2 / 08-A3
Warrenton,Well Crafted Wine & Beverage Co.,21265,Wine,Sonder Wines,Washington,Sonder,Roussanne,,WAS1014,2022,,,,12.5,12,150,750 ml,,112.5,0,0,0,0,0,0,10-F1
Warrenton,Well Crafted Wine & Beverage Co.,19636,Wine,Grateful Palate,Spanish,Southern Belle,Poor Boy,,SPA1269,2020,Still,,,0.92,12,11,750 ml,,8.25,0,0,0,0,0,0,13-E1 / 13-E3
Warrenton,Well Crafted Wine & Beverage Co.,23666,Wine,Grateful Palate,Spanish,Southern Belle,Precious,,CAL1254,2021,Still,Red,Syrah,4.25,12,51,750 ml,,38.25,0,0,0,0,0,0,11-E1
Warrenton,Well Crafted Wine & Beverage Co.,21477,Wine,Grateful Palate,Spanish,Southern Belle,Precious (Damaged Label),,CAL1254,2020,Still,Red,Syrah,1.33,12,16,750 ml,,12,0,0,0,0,0,0,18-A1
Warrenton,Well Crafted Wine & Beverage Co.,23665,Wine,Grateful Palate,Spanish,Southern Belle,Red Blend,,CAL1252,2022,Still,,,19.25,12,231,750 ml,,173.25,0,0,-5,-60,0,0,12-E1
Warrenton,Well Crafted Wine & Beverage Co.,20757,Wine,Grateful Palate,Spanish,Southern Belle,Semi Precious,,SPA1273,2021,,Red,Syrah,31.58,12,379,750 ml,,284.25,0,0,0,0,0,0,11-F1
Warrenton,Well Crafted Wine & Beverage Co.,27394,Wine,Spicy Wings,Spanish,Spicy Wings,Rock the Day Red,,SPA1350,NV,Still,Red,,19.5,12,234,750 ml,,175.5,0,0,0,0,0,0,13-H1
Warrenton,Well Crafted Wine & Beverage Co.,27393,Wine,Spicy Wings,Spanish,Spicy Wings,Tango with Me White,,SPA1349,NV,Still,White,,15.5,12,186,750 ml,,139.5,0,0,0,0,0,0,12-H1
Warrenton,Well Crafted Wine & Beverage Co.,27777,Wine,Stel + Mar,Californian,Stel + Mar,Andrew Cabernet Sauvignon (DC/MD Only),,CAL1359,2023,Still,Red,"Cabernet Sauvignon, Petit Verdot, Merlot",4.83,12,58,750 ml,,43.5,0,0,0,0,0,0,10-C1
Warrenton,Well Crafted Wine & Beverage Co.,27778,Wine,Stel + Mar,Californian,Stel + Mar,Andrew Syrah (DC/MD Only),,CAL1360,2023,Still,Red,"Syrah, Petite Sirah",5.58,12,67,750 ml,,50.25,0,0,0,0,0,0,22-C1
Warrenton,Well Crafted Wine & Beverage Co.,22710,Wine,Stel + Mar,Californian,Stel + Mar,"Cabernet Sauvignon (DC, MD, and Southern VA Only)",,CAL1333,2021,Still,Red,Cabernet Sauvignon,0.08,12,1,750 ml,,0.75,0,0,0,0,0,0,17-A10
Warrenton,Well Crafted Wine & Beverage Co.,30616,Wine,Stel + Mar,Californian,Stel + Mar,"Cabernet Sauvignon (DC, MD, and Southern VA Only)",,CAL1333,2023,Still,Red,Cabernet Sauvignon,40.83,12,490,750 ml,,367.5,0,0,-2.42,-29,0,0,11-E1 / 10-D3
Warrenton,Well Crafted Wine & Beverage Co.,24711,Wine,Stel + Mar,Californian,Stel + Mar,"Chardonnay (DC, MD, and Southern VA Only)",,CAL1332,2023,Still,White,,10.17,12,122,750 ml,,91.5,0,0,-3,-36,0,0,06-A1
Warrenton,Well Crafted Wine & Beverage Co.,30617,Wine,Stel + Mar,Californian,Stel + Mar,"Chardonnay (DC, MD, and Southern VA Only)",,CAL1332,2024,Still,White,,25,12,300,750 ml,,225,0,0,0,0,0,0,06-A3
Warrenton,Well Crafted Wine & Beverage Co.,29234,Wine,Stel + Mar,Californian,Stel + Mar,"Pinot Noir (DC, MD, and Southern VA Only)",,CAL1380,NV,Still,Red,,24.92,12,299,750 ml,,224.25,0,0,-0.17,-2,0,0,10-G1 / 10-D3
Warrenton,Well Crafted Wine & Beverage Co.,22713,Wine,Stel + Mar,Californian,Stel + Mar,"Red Blend (DC, MD, and Southern VA Only)",,CAL1334,NV,Still,Red,"Cabernet Sauvignon, Petit Verdot, Zinfandel, Syrah",13,12,156,750 ml,,117,0,0,-0.17,-2,0,0,10-C1
Warrenton,Well Crafted Wine & Beverage Co.,22711,Wine,Stel + Mar,Californian,Stel + Mar,"Rose (DC, MD, and Southern VA Only)",,CAL1331,NV,Still,Rose,"Barbera, Syrah, Petite Sirah",30.08,12,361,750 ml,,270.75,0,0,-1.08,-13,0,0,10-E1 / 10-G3
Warrenton,Well Crafted Wine & Beverage Co.,24598,Wine,Stel + Mar,Californian,Stel + Mar,"Sauvignon Blanc (DC, MD, and Southern VA Only)",,CAL1344,NV,Still,Rose,,20.42,12,245,750 ml,,183.75,0,0,0,0,0,0,10-D1
Warrenton,Well Crafted Wine & Beverage Co.,24796,Wine,Stel + Mar,Californian,Stel + Mar,"Sparkling Rose (DC, MD, and Southern VA Only)",,CAL1341,NV,Sparkling,Rose,,5,12,60,750 ml,,45,0,0,0,0,0,0,09-C1 / 09-C3
Warrenton,Well Crafted Wine & Beverage Co.,21338,Wine,Sun Break Wine & Cider,Oregon,Sun Break,Ariane Pinot Noir,,ORO1046,2021,,,,6.25,12,75,750 ml,,56.25,0,0,0,0,0,0,10-E2
Warrenton,Well Crafted Wine & Beverage Co.,16507,Wine,Sun Break Wine & Cider,Oregon,Sun Break,Idyll Acres Perfection Cider,,ORO1038,,,,,4.25,12,51,500 ml,,25.5,0,0,0,0,0,0,11-H2
Warrenton,Well Crafted Wine & Beverage Co.,16506,Wine,Sun Break Wine & Cider,Oregon,Sun Break,Liberty Red Cider,,ORO1037,,Still,,,2.83,12,34,500 ml,,17,0,0,0,0,0,0,11-H2
Warrenton,Well Crafted Wine & Beverage Co.,21340,Wine,Sun Break Wine & Cider,Oregon,Sun Break,Marie-Paule Pinot Noir Open Claim Vineyard,,ORO1041,2021,Still,,,0.67,12,8,750 ml,,6,0,0,0,0,0,0,19-A10
Warrenton,Well Crafted Wine & Beverage Co.,25101,Wine,Sun Break Wine & Cider,Oregon,Sun Break,Nicolette White Pinot Noir,,ORO1047,2023,,,,46.33,12,556,750 ml,,417,0,0,0,0,0,0,09-E1 / 09-E3
Warrenton,Well Crafted Wine & Beverage Co.,20418,Wine,Legend Australia (USA Wine West),Australian,Sunspell,Cabernet Sauvignon,,AUS1012,2021,Still,Red,Cabernet Sauvignon,0.17,12,2,750 ml,,1.5,0,0,0,0,0,0,18-A3
Warrenton,Well Crafted Wine & Beverage Co.,24790,Wine,Legend Australia (USA Wine West),Australian,Sunspell,Cabernet Sauvignon,,AUS1012,2022,Still,Red,Cabernet Sauvignon,32.75,12,393,750 ml,,294.75,0,0,-1.08,-13,0,0,16-G1 / 16-C3
Warrenton,Well Crafted Wine & Beverage Co.,21521,Wine,Thelema Mountain Vineyards,South African,Sutherland,Cabernet Sauvignon,,SAF1071,2015,,,,0.08,12,1,750 ml,,0.75,0,0,0,0,0,0,17-A4
Warrenton,Well Crafted Wine & Beverage Co.,18051,Wine,Thelema Mountain Vineyards,South African,Sutherland,Cabernet Sauvignon,,SAF1071,2018,,,,0.83,12,10,750 ml,,7.5,0,0,0,0,0,0,06-I
Warrenton,Well Crafted Wine & Beverage Co.,19696,Wine,Thelema Mountain Vineyards,South African,Sutherland,Cabernet Sauvignon,,SAF1071,2019,,,,19.5,12,234,750 ml,,175.5,0,0,0,0,0,0,06-I
Warrenton,Well Crafted Wine & Beverage Co.,28578,Wine,Thelema Mountain Vineyards,South African,Sutherland,Cabernet Sauvignon,,SAF1071,2022,,,,15.42,12,185,750 ml,,138.75,0,0,0,0,0,0,18-H
Warrenton,Well Crafted Wine & Beverage Co.,28586,Wine,Thelema Mountain Vineyards,South African,Sutherland,Pinot Noir,,SAF1028,2022,Still,Red,Pinot Noir,49.42,12,593,750 ml,,444.75,0,0,0,0,0,0,10-B
Warrenton,Well Crafted Wine & Beverage Co.,24874,Wine,Thelema Mountain Vineyards,South African,Sutherland,Rose,,SAF1088,2023,Still,Rose,Grenache,1.25,12,15,750 ml,,11.25,0,0,0,0,0,0,09-C2
Warrenton,Well Crafted Wine & Beverage Co.,25668,Wine,Thelema Mountain Vineyards,South African,Sutherland,Rose,,SAF1088,2024,Still,Rose,Grenache,25.92,12,311,750 ml,,233.25,0,0,0,0,0,0,06-F
Warrenton,Well Crafted Wine & Beverage Co.,19695,Wine,Thelema Mountain Vineyards,South African,Sutherland,Syrah,,SAF1041,2020,Still,Red,,0.5,12,6,750 ml,,4.5,0,0,0,0,0,0,17-A3
Warrenton,Well Crafted Wine & Beverage Co.,23455,Wine,Thelema Mountain Vineyards,South African,Sutherland,Syrah,,SAF1041,2021,Still,Red,,22.42,12,269,750 ml,,201.75,0,0,0,0,0,0,09-C1
Warrenton,Well Crafted Wine & Beverage Co.,29302,Wine,Swerwer,South African,Swerwer,Chenin Blanc,,SAF1110,2023,Still,White,Chenin Blanc,115.33,6,692,750 ml,,519,0,0,-11.33,-68,0,0,06-I / 09-H3
Warrenton,Well Crafted Wine & Beverage Co.,29303,Wine,Swerwer,South African,Swerwer,Red Blend,,SAF1111,2022,Still,Red,"Cinsault, Grenache",44.67,6,268,750 ml,,201,0,0,-2,-12,0,0,09-E2 / 09-C3
Warrenton,Well Crafted Wine & Beverage Co.,29392,Wine,Swerwer,South African,Swerwer,Red Blend,,SAF1111,2023,Still,Red,"Cinsault, Grenache",80,6,480,750 ml,,360,0,0,0,0,0,0,09-C3
Warrenton,Well Crafted Wine & Beverage Co.,29306,Wine,Swerwer,South African,Swerwer,Rooi-Groen Semillon,,SAF1114,2023,Still,White,Sémillon,17,6,102,750 ml,,76.5,0,0,0,0,0,0,09-G2 / 09-E3
Warrenton,Well Crafted Wine & Beverage Co.,29304,Wine,Swerwer,South African,Swerwer,Shiraz,,SAF1112,2023,Still,Red,Shiraz,30.5,6,183,750 ml,,137.25,0,0,0,0,0,0,09-I2
Warrenton,Well Crafted Wine & Beverage Co.,29305,Wine,Swerwer,South African,Swerwer,Touriga Nacional,,SAF1113,2023,Still,Red,,50.5,6,303,750 ml,,227.25,0,0,0,0,0,0,09-H2 / 09-E3
Warrenton,Well Crafted Wine & Beverage Co.,28242,Wine,Legend Australia (USA Wine West),Australian,Syrahmi,Angus Shiraz,,AUS1040,2019,,,,3.25,12,39,750 ml,,29.25,0,0,0,0,0,0,14-J
Warrenton,Well Crafted Wine & Beverage Co.,28991,Wine,Marquee Selections,Chilean,Tagua Tagua,Cabernet Sauvignon,,CHL1025,2023,Still,Red,Cabernet Sauvignon,15.67,6,94,750 ml,,70.5,0,0,0,0,0,0,16-D2
Warrenton,Well Crafted Wine & Beverage Co.,25467,Wine,Marquee Selections,Chilean,Tagua Tagua,Chardonnay,,CHL1026,2022,Still,White,Chardonnay,19.5,6,117,750 ml,,87.75,0,0,0,0,0,0,16-C2
Warrenton,Well Crafted Wine & Beverage Co.,27308,Wine,Marquee Selections,Chilean,Tagua Tagua,Gran Reserva Carmenere,,CHL1027,2018,Still,Red,Carménère,5.67,6,34,750 ml,,25.5,0,0,-0.17,-1,0,0,16-E2
Warrenton,Well Crafted Wine & Beverage Co.,22844,Wine,Tapwines.com,Keg,,Tapwines Descombe Cabernet Sauvignon Keg,,KEG1010,,,,,1,1,1,20 l,,20,0,0,0,0,0,0,12-A
Warrenton,Well Crafted Wine & Beverage Co.,20765,Wine,Tapwines.com,Z- Samples,Tapwines,Cotes Du Rhone Keg Sample Bottle,,SAMPLE,2020,,,,0.25,12,3,750 ml,,2.25,0,0,0,0,0,0,
Warrenton,Well Crafted Wine & Beverage Co.,20766,Wine,Tapwines.com,Z- Samples,Tapwines,"Serena Piu Fizz ""Prosecco"" Style Keg Sample Bottle",,SAMPLE01,,,,,0.83,12,10,750 ml,,7.5,0,0,0,0,0,0,
Warrenton,Well Crafted Wine & Beverage Co.,20488,Wine,Tapwines.com,Keg,Tapwines,Sparkling Rose Keg,,KEG1003,,Sparkling,Rose,,10,1,10,20000 ml,,200,0,0,0,0,0,0,12-A
Warrenton,Well Crafted Wine & Beverage Co.,920,Wine,Tarara Winery,Virginian,Tarara,Late Harvest Petit Manseng,,VIR1023,2010,,,,0.33,12,4,375 ml,,1.5,0,0,0,0,0,0,
Warrenton,Well Crafted Wine & Beverage Co.,650,Wine,Tarara Winery,Virginian,Tarara,Virginia Rose,,,2011,,Rose,,0.08,12,1,750 ml,,0.75,0,0,0,0,0,0,
Warrenton,Well Crafted Wine & Beverage Co.,21544,Wine,Tarpon Cellars,Californian,,Tarpon Cellars Cambaro Rose,,CAL1327,2021,,,,2.42,12,29,750 ml,,21.75,0,0,0,0,0,0,09-H2
Warrenton,Well Crafted Wine & Beverage Co.,23241,Wine,Tarpon Cellars,Californian,,Tarpon Cellars Cambaro Rose,,CAL1327,2022,,,,4.17,12,50,750 ml,,37.5,0,0,0,0,0,0,10-H1
Warrenton,Well Crafted Wine & Beverage Co.,21543,Wine,Tarpon Cellars,Californian,,Tarpon Cellars Cambaro Skin Contact,,CAL1326,2021,,,,3.58,12,43,750 ml,,32.25,0,0,0,0,0,0,09-I2
Warrenton,Well Crafted Wine & Beverage Co.,21541,Wine,Tarpon Cellars,Californian,,Tarpon Cellars Cambaro White,,CAL1328,2021,,,,1.58,12,19,750 ml,,14.25,0,0,0,0,0,0,06-A2
Warrenton,Well Crafted Wine & Beverage Co.,23243,Wine,Tarpon Cellars,Californian,Tarpon Cellars,Dry Creek Zinfandel,,CAL1336,2020,Still,Red,,5.17,12,62,750 ml,,46.5,0,0,0,0,0,0,10-I1
Warrenton,Well Crafted Wine & Beverage Co.,23242,Wine,Tarpon Cellars,Californian,Tarpon Cellars,Oak Knoll Cabernet Sauvignon,,CAL1335,2018,Still,Red,,5.42,12,65,750 ml,,48.75,0,0,0,0,0,0,06-A2
Warrenton,Well Crafted Wine & Beverage Co.,29138,Wine,Vina Aljibes,Spanish,,Taste Red,,SPA1363,,Still,Red,,39,12,468,750 ml,,351,0,0,-1,-12,0,0,13-I1 / 12-H3
Warrenton,Well Crafted Wine & Beverage Co.,29137,Wine,Vina Aljibes,Spanish,,Taste Rose,,SPA1362,,Still,Rose,,24,12,288,750 ml,,216,0,0,-6,-72,0,0,12-H1 / 12-I3
Warrenton,Well Crafted Wine & Beverage Co.,29139,Wine,Vina Aljibes,Keg,,Taste Rose Keg,,SPA1364,NV,Still,Rose,,6,1,6,20000 ml,,120,0,0,0,0,0,0,12-A
Warrenton,Well Crafted Wine & Beverage Co.,29136,Wine,Vina Aljibes,Spanish,,Taste White,,SPA1361,,Still,White,,64,12,768,750 ml,,576,0,0,-5,-60,0,0,13-G1 / 12-H3
Warrenton,Well Crafted Wine & Beverage Co.,25321,Wine,Vino del Sol,Argentine,TeHo,Malbec,,ARG1072,2019,,,,2.83,12,34,750 ml,,25.5,0,0,0,0,0,0,20-B2
Warrenton,Well Crafted Wine & Beverage Co.,29330,Wine,Vino del Sol,Argentine,TeHo,Malbec,,ARG1072,2020,,,,2,12,24,750 ml,,18,0,0,0,0,0,0,20-B2
Warrenton,Well Crafted Wine & Beverage Co.,18203,Wine,,Z- Samples,Telescope Bulgaria,Mavrud,,,2016,,,,0.17,12,2,750 ml,,1.5,0,0,0,0,0,0,
Warrenton,Well Crafted Wine & Beverage Co.,24079,Wine,Ventura Selections,Italian,Tenute Orestiadi,Grillo,,ITA1135,2023,,,,4.67,12,56,750 ml,,42,0,0,0,0,0,0,16-F2
Warrenton,Well Crafted Wine & Beverage Co.,24081,Wine,Ventura Selections,Italian,Tenute Orestiadi,Il Blanco Catarratto,,ITA1137,2020,Still,White,,2.75,12,33,750 ml,,24.75,0,0,-0.08,-1,0,0,16-F2
Warrenton,Well Crafted Wine & Beverage Co.,24080,Wine,Ventura Selections,Italian,Tenute Orestiadi,Il Rosso,,ITA1136,2019,Still,Red,,5.58,12,67,750 ml,,50.25,0,0,-0.58,-7,0,0,16-E2
Warrenton,Well Crafted Wine & Beverage Co.,24077,Wine,Ventura Selections,Italian,Tenute Orestiadi,Nero,,ITA1133,2023,,,,0.33,12,4,750 ml,,3,0,0,0,0,0,0,20-B2
Warrenton,Well Crafted Wine & Beverage Co.,29288,Wine,Ventura Selections,Italian,Tenute Orestiadi,Nero,,ITA1133,2024,,,,4.92,12,59,750 ml,,44.25,0,0,-0.08,-1,0,0,20-B2
Warrenton,Well Crafted Wine & Beverage Co.,24078,Wine,Ventura Selections,Italian,Tenute Orestiadi,Pinot Grigio,,ITA1134,2023,,,,1.42,12,17,750 ml,,12.75,0,0,0,0,0,0,16-G2
Warrenton,Well Crafted Wine & Beverage Co.,30331,Wine,Ventura Selections,Italian,Tenute Orestiadi,Pinot Grigio,,ITA1134,2024,,,,15,12,180,750 ml,,135,0,0,0,0,0,0,16-G1
Warrenton,Well Crafted Wine & Beverage Co.,25004,Wine,Terra Dives,Italian,Terra Dives,Cece Rosso IGT,,ITA1086,2023,,,,94.58,12,1135,750 ml,,851.25,0,0,0,0,0,0,13-G1 / 18-G / 12-F2
Warrenton,Well Crafted Wine & Beverage Co.,25005,Wine,Terra Dives,Italian,Terra Dives,Evia Grillo,,ITA1084,2023,,,,28.17,12,338,750 ml,,253.5,0,0,-0.08,-1,0,0,21
Warrenton,Well Crafted Wine & Beverage Co.,21573,Wine,Terra Dives,Italian,Terra Dives,Riah Nero d'Avola,,ITA1085,2020,,,,5.5,12,66,750 ml,,49.5,0,0,-3,-36,0,0,20-F2
Warrenton,Well Crafted Wine & Beverage Co.,25007,Wine,Terra Dives,Italian,Terra Dives,Riah Nero d'Avola,,ITA1085,2022,,,,13.67,12,164,750 ml,,123,0,0,0,0,0,0,20-F1
Warrenton,Well Crafted Wine & Beverage Co.,27088,Wine,Terra Dives,Italian,Terra Dives,Xara Catarratto,,ITA1150,2023,,,,50.75,12,609,750 ml,,456.75,0,0,-4,-48,0,0,14-D1 / 14-I3
Warrenton,Well Crafted Wine & Beverage Co.,16862,Wine,Jeff Welburn Selections,Z- Samples,Terra Nostra,Corse,,SAMPLE,2021,,,,0.17,12,2,750 ml,,1.5,0,0,0,0,0,0,
Warrenton,Well Crafted Wine & Beverage Co.,25648,Wine,Thelema Mountain Vineyards,South African,,Thelema MINT Cabernet Sauvignon,,SAF1044,2022,Still,Red,,19,6,114,750 ml,,85.5,0,0,-0.17,-1,0,0,06-A2
Warrenton,Well Crafted Wine & Beverage Co.,22529,Wine,Thelema Mountain Vineyards,South African,Thelema,"""Gargantua"" Muscadel",,SAF1077,NV,,,,3.83,6,23,500 ml,,11.5,0,0,0,0,0,0,09-E2
Warrenton,Well Crafted Wine & Beverage Co.,23454,Wine,Thelema Mountain Vineyards,South African,Thelema,"""Vin de Hel"" Muscat Late Harvest",,SAF1076,2022,Still,White,,0.33,6,2,375 ml,,0.75,0,0,0,0,0,0,17-A5
Warrenton,Well Crafted Wine & Beverage Co.,25666,Wine,Thelema Mountain Vineyards,South African,Thelema,"""Vin de Hel"" Muscat Late Harvest",,SAF1076,2023,Still,White,,5,6,30,375 ml,,11.25,0,0,0,0,0,0,07-A2
Warrenton,Well Crafted Wine & Beverage Co.,6008,Wine,Thelema Mountain Vineyards,South African,Thelema,Cabernet Sauvignon,,SAF1043,2015,Still,Red,,0.08,12,1,750 ml,,0.75,0,0,0,0,0,0,17-A4
Warrenton,Well Crafted Wine & Beverage Co.,23452,Wine,Thelema Mountain Vineyards,South African,Thelema,Cabernet Sauvignon,,SAF1043,2020,Still,Red,,0.08,12,1,750 ml,,0.75,0,0,0,0,0,0,17-A3
Warrenton,Well Crafted Wine & Beverage Co.,28590,Wine,Thelema Mountain Vineyards,South African,Thelema,Cabernet Sauvignon,,SAF1043,2021,Still,Red,,23.17,12,278,750 ml,,208.5,0,0,0,0,0,0,06-C / 11-C3
Warrenton,Well Crafted Wine & Beverage Co.,19089,Wine,Thelema Mountain Vineyards,South African,Thelema,Chardonnay,,SAF1042,2019,Still,White,,0.5,12,6,750 ml,,4.5,0,0,0,0,0,0,09-C2
Warrenton,Well Crafted Wine & Beverage Co.,22528,Wine,Thelema Mountain Vineyards,South African,Thelema,Chardonnay,,SAF1042,2020,Still,White,,0.08,12,1,750 ml,,0.75,0,0,0,0,0,0,09-C2
Warrenton,Well Crafted Wine & Beverage Co.,25665,Wine,Thelema Mountain Vineyards,South African,Thelema,Chardonnay,,SAF1042,2022,Still,White,,5.42,12,65,750 ml,,48.75,0,0,0,0,0,0,08-A1
Warrenton,Well Crafted Wine & Beverage Co.,10290,Wine,Thelema Mountain Vineyards,South African,Thelema,Mountain Red,,SAF1031,2016,,,,0.33,12,4,750 ml,,3,0,0,0,0,0,0,17-A5
Warrenton,Well Crafted Wine & Beverage Co.,28588,Wine,Thelema Mountain Vineyards,South African,Thelema,Mountain Red,,SAF1031,2021,,,,84.67,12,1016,750 ml,,762,0,0,-5,-60,0,0,06-D / 11-D3
Warrenton,Well Crafted Wine & Beverage Co.,19090,Wine,Thelema Mountain Vineyards,South African,Thelema,Mountain White,,SAF1070,2022,Still,White,"Sauvignon Blanc, Viognier",0.25,12,3,750 ml,,2.25,0,0,0,0,0,0,17-A4
Warrenton,Well Crafted Wine & Beverage Co.,28587,Wine,Thelema Mountain Vineyards,South African,Thelema,Mountain White,,SAF1070,2024,Still,White,"Sauvignon Blanc, Viognier",57,12,684,750 ml,,513,0,0,-2.5,-30,0,0,06-D
Warrenton,Well Crafted Wine & Beverage Co.,23453,Wine,Thelema Mountain Vineyards,South African,Thelema,Rabelais,,SAF1075,2021,Still,Red,"Cabernet Sauvignon, Petit Verdot",2.17,6,13,750 ml,,9.75,0,0,-1.33,-8,0,0,09-G2
Warrenton,Well Crafted Wine & Beverage Co.,18217,Wine,Jeff Welburn Selections,Z- Samples,Tibouren,Cotes de Provence,,SAMPLE,2021,,,,0.08,12,1,750 ml,,0.75,0,0,0,0,0,0,
Warrenton,Well Crafted Wine & Beverage Co.,20549,Wine,Jeff Welburn Selections,French,Tibouren,Cotes de Provence,,FRA1104,2022,Still,Rose,"Tibouren, Grenache",0.25,12,3,750 ml,,2.25,0,0,0,0,0,0,19-A2
